"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"sp|Q13200|PSMD2_HUMAN",504558.467549415,635511.058455212,950819.4166,734989.941417596,1140958.01132371,997250.575936851,442671.256638217,2821960.96811432,2701652.09713965,2280359.06580578,2026927.87404515,2477230.82317818,2474940.19558184,"2.72963861842962","0.0275288193228605"
"sp|CAH2_HUMAN|;sp|CAH2_BOVIN|",5280903.5708554,6031099.18603696,7722434.603,7242905.49904562,2918550.18618666,2886882.37474138,8498996.88790793,1748134.08741918,1836248.78693444,2609453.9338477,2258078.52466407,2425630.80863796,2637230.57088223,"6.35235012155612","0.0595339219376705"
"sp|P61106|RAB14_HUMAN",7025897.79426849,6357104.54744436,11400000,6575750.07509614,13919994.2741894,14770392.9457367,2812884.23135859,19540110.3941618,13771313.2530717,10445187.05446,14689709.0391644,14393844.1619154,14175040.2492908,"3.78327190459139","0.0369958747534015"
"sp|Q07157|ZO1_HUMAN",95772.9319794051,121212.83399039,389543.0008,318452.843717176,608124.649641012,633649.474416098,140915.553068663,302959.194761951,264352.445015259,274853.705518039,296239.406499895,217714.592935905,253362.121124765,"1.42709255905024","0.014303380764076"
"sp|P54819|KAD2_HUMAN",783425.542990608,1008554.24904901,1345016.37,1159165.0211608,1569428.33122532,1826021.76061107,415220.98443968,2540228.6670858,2535166.98660365,2914952.5201329,3199379.23109545,2506417.87710469,2489981.72745325,"4.85166508669431","0.0496244649152364"
"sp|P48444|COPD_HUMAN",309694.822056999,531539.674305979,440309.8406,530626.575499371,640478.643512613,583077.545667385,121753.087648083,2974904.14914183,2733586.84675949,4961101.62128476,6517792.65728081,2436202.9108503,2496013.34525619,"2.92476109397141","0.0302842010560455"
"sp|P30837|AL1B1_HUMAN",330175.970107357,331616.554821102,418433.7011,446830.390284681,589166.79725066,829068.081388745,69251.2838429069,1337711.92621529,1195185.4068113,1280813.90777036,1248385.44540333,2089424.15866738,1943748.45733459,"-0.941631966830932","-0.00986299951412219"
"sp|P54920|SNAA_HUMAN;sp|Q9H115|SNAB_HUMAN",1500175.10467747,1733543.12426866,2083543.095,1802752.96108614,3221737.45767448,3172216.39956367,819747.062840498,4691951.66053651,4229716.3380428,4212966.11194427,4593014.87583886,5101367.49529974,4850309.07405374,"-1.03962309987617","-0.0100273492930109"
"sp|Q99758|ABCA3_HUMAN",255831.196931243,287466.962364301,582921.7577,554839.028101536,421965.236511081,411502.966642808,130111.171167589,384893.552740062,348671.35808249,385423.72966698,468758.847226922,444746.183256812,385625.247915812,"4.60155276008938","0.044575282338028"
"sp|Q92945|FUBP2_HUMAN",537848.297738351,648645.464553895,1078896.508,878521.069048439,1158019.58621091,1298141.01493587,313262.222402209,4568282.41854974,3708628.35264618,3943446.95445216,4272088.87161759,3283571.21310907,2923750.61894103,"4.66978589604182","0.0495376573337088"
"sp|Q96TA1|NIBL1_HUMAN",573528.906857647,716598.34428762,895663.5463,896298.685316422,941206.170415371,951638.534576247,300966.489787625,1539310.53426808,1608480.55113886,1270328.82812583,1175526.93576847,1280751.41181927,1433485.93730889,"-2.1708897563148","-0.0217494334378757"
"sp|P48047|ATPO_HUMAN",373673.539339181,643713.666856711,934932.6861,596612.005139123,1096339.83149787,1143761.47927178,1193614.03962166,1517043.45491758,1341653.40699506,2906406.10826843,2640999.74042459,4368882.60227175,4323995.70330542,"3.87084845270121","0.038788563528488"
"sp|P54136|SYRC_HUMAN",108016.547884354,184896.021451428,397882.5262,389039.670750936,531466.249922932,376808.965927896,84167.8420234522,1900697.18616049,1498753.25233364,1090187.55778559,1175085.72296325,1984841.12345936,1937653.78561732,"0.572409020276799","0.00586533593849721"
"sp|O60313|OPA1_HUMAN",76677.9734045809,73891.581882555,134690.8353,125036.047302754,179447.041976242,202279.04307336,22982.3779070488,826050.438256747,814328.040407862,541705.132478147,509035.4076109,302966.926935469,291564.300216987,"1.12673066474322","0.0114610825815936"
"sp|P55145|MANF_HUMAN",68606.6260136436,94528.5818594636,120755.2479,156917.361186256,215582.86641434,180230.870755589,33183.3586602651,363606.85066388,406558.556303956,1210208.59174057,1169245.62223454,1624591.57315398,1564164.46481967,"2.81722075900026","0.0281689633922983"
"sp|P29508|SPB3_HUMAN",38588.9457915161,45225.7245816163,109911.307,88543.6777833507,127605.756607856,119624.631516564,11768.8769550604,476066.901131191,448080.115108768,407071.1934624,487124.903984262,1949683.0027884,1971055.90525503,"3.51611506331558","0.0339351334576091"
"sp|K1C10_HUMAN|;sp|K1C15_SHEEP|;sp|Q7Z3Y7|K1C28_HUMAN;sp|Q7Z3Y8|K1C27_HUMAN;sp|Q7Z3Z0|K1C25_HUMAN;sp|Q7Z3Y9|K1C26_HUMAN;sp|Q2M2I5|K1C24_HUMAN;sp|K1H7_HUMAN|;sp|K1H6_HUMAN|;sp|Q92764|KRT35_HUMAN;sp|K1H5_HUMAN|;sp|Q14532|K1H2_HUMAN;sp|K1HB_HUMAN|",736355.753331676,782387.208039114,1478337.831,1020896.88730812,1007875.48297075,897883.11904524,975936.690673611,9929762.64054333,7290949.68614293,1783035.18694677,1342474.36970048,11755236.058014,13579450.3228501,"0.756321920374336","0.0074815375594764"
"sp|P13804|ETFA_HUMAN",1577448.92954968,1732621.26912805,1860364.109,1716155.9809704,2249313.97933153,2251900.76503077,614015.017189416,3706600.4456951,3325581.00751586,4177379.61789206,4262002.64733702,6656883.73001289,6503302.56974589,"0.970985554621779","0.00972966287967432"
"sp|Q9NYU2|UGGG1_HUMAN",286751.675295335,412363.7687041,515959.3231,516901.238226742,758819.962309171,764968.367071771,134082.727624567,2389384.83888133,2402010.61391832,3045616.10686679,3271271.38364574,3149492.26806343,3111195.44413676,"2.20254075824929","0.0226987655515608"
"sp|P41218|MNDA_HUMAN",855550.603061123,835144.023768615,1766306.423,1409853.72529307,1270878.23658796,1176217.58087026,847778.379301723,7118299.71886397,7241174.4742665,1801924.48464808,1895684.38794516,3931134.89292654,4703293.76024374,"-3.44468991311711","-0.0332485889233723"
"sp|Q9Y262|EIF3L_HUMAN",395229.784575826,398709.686858619,622557.6023,503802.542396131,1165066.13365977,1135961.92583249,163970.259804783,3093060.33895418,2787274.51600105,2431258.4709017,3259625.17675497,3210558.2862629,3694370.85603306,"3.70124970196881","0.0376521119377033"
"sp|P29692|EF1D_HUMAN",748783.201301362,931130.662542273,1217363.179,1119188.26939691,2443073.03467334,2338039.61809319,319222.326131687,5813771.12578253,6538942.39758893,7151992.3121741,6655061.43503556,6234635.3240561,6748933.9756741,"1.48292740236585","0.0147278833069569"
"sp|O94973|AP2A2_HUMAN",362312.23182188,398927.105430567,599090.0828,514109.85437849,1173402.31454658,1058770.11118206,121159.0114013,1267123.5855802,1135396.4004558,1674617.76691611,1359459.77126776,1616407.57401782,1473679.70705466,"2.68659388655451","0.0275165207818233"
"sp|P23246|SFPQ_HUMAN",868394.14995468,989252.931017413,1556346.061,1234117.20557833,3234260.86808103,3093865.58530026,485658.850586477,4721809.10526828,4555582.50854901,6643061.24065873,6687068.11998782,7069742.6679783,7767616.478479,"2.90621912471719","0.028824170217436"
"sp|P04264|K2C1_HUMAN",95670.520564478,153251.26549289,218205.6026,145770.352386579,360533.522176016,343613.892797624,178800.278507666,284881.45768089,254635.036330979,850572.863092308,725727.701474342,683141.411992516,760564.324409382,"0.988209396649114","0.0100270126689902"
"sp|Q14254|FLOT2_HUMAN",594252.630458278,706452.383696208,1402052.527,1217501.55326266,1460020.32288153,1540539.73466112,694806.465552207,1465807.18625917,2022769.01347388,1540530.14057591,1782277.06605687,1417985.81736413,1419189.51345024,"1.59960333046024","0.0162957941039111"
"sp|P04217|A1BG_HUMAN",2099702.37463655,4372506.75579643,5520868.944,4652646.23223789,5181040.80096131,4899964.85012896,1877563.04420423,2482073.976734,2320886.94222261,5372781.39242822,6446432.00548277,3832999.11720886,3834007.36812663,"-4.38533208883033","-0.0443491641835102"
"sp|Q29865|1C18_HUMAN",19286778.2587763,20755674.6762713,35100000,38977510.8550942,49818926.8760464,47891880.1573887,7176930.70534447,79788784.1094938,73628803.5312746,88912597.0907944,95142971.6010911,57455427.9463125,58844284.7323502,"-6.89529890476977","-0.0694096258417666"
"sp|P46459|NSF_HUMAN",512625.41603952,577480.195906645,934417.5871,789001.337521952,1254994.70257407,1175435.33727915,323570.940727248,2922995.17418845,3117352.723112,3364731.09158901,3585092.20811139,2437376.51893147,2534103.84158864,"-4.01805432510948","-0.0408515067889903"
"sp|P33241|LSP1_HUMAN",542908.100897711,454438.340404265,291074.5309,285391.186954557,1040791.08239977,1112483.16254057,157636.384121085,3780000.16191435,3242979.27576716,2746816.10302913,2742745.14231268,2435473.4560174,2723999.67656742,"-0.323482134550116","-0.00325694948797687"
"sp|Q9UM54|MYO6_HUMAN",459190.08339806,559006.653845123,729117.9881,621420.302827971,1139056.69579,1303832.4089887,287939.474300915,1784284.08003756,1997630.99324786,1512538.19245556,1355692.23479846,1367052.57366497,1462513.63595213,"0.375053671905042","0.00378145235879476"
"sp|Q9UHG3|PCYOX_HUMAN",307885.906215453,319589.806054691,724542.5286,463977.650419458,777106.376540974,645187.976032472,138652.814747031,452398.170717597,537934.184606416,349510.515836257,430652.723327821,720388.173491151,482884.909110452,"3.42525783830519","0.0343402031984391"
"sp|Q9BX66|SRBS1_HUMAN",249159.824699809,260947.669380921,722389.5566,656965.047008587,1069634.51571434,1052456.75736649,140455.419360251,250209.509408456,256807.471631923,1137991.10728008,1160978.67573736,379571.210740328,348244.711928662,"0.221736954062253","0.00226272476911636"
"sp|P06702|S10A9_HUMAN",8770892.01768158,7661125.99307398,9698474.425,8589804.30969805,3515911.58049079,3222266.01123177,3321877.75357107,127010717.562051,141803621.615788,3278216.86633807,3946806.57989865,68010913.6650504,69445785.4229963,"-0.0237230633465325","-0.000241242991185578"
"sp|Q12931|TRAP1_HUMAN",1789734.34246174,1858641.08336024,1733466.048,1875218.58191893,7359998.30210675,5104202.91960143,247488.08329527,7857913.4768187,7595398.32713549,21217778.8512123,22376533.715876,8559680.25001749,6610682.01123247,"-3.51349982829734","-0.0347803955927097"
"Int_P07339ups|CATD_HUMAN_UPS",295843.7775839,463153.290355613,46385.21147,76175.6604911462,81184.0851802868,180612.597238466,52483.8517989992,736177.229241047,596481.653486737,363167.912242264,333313.657044276,170418.312970718,168993.925389183,"0.467335949257037","0.00480357080587503"
"sp|P69892|HBG2_HUMAN;sp|P68871|HBB_HUMAN;sp|P02100|HBE_HUMAN",3953789543.04913,3428489717.46786,3.41e+09,3476614761.32794,2582525253.50093,2488587417.52412,4641396633.78527,1061136550.57184,1036257234.88461,757777816.114725,780616481.538575,1559333117.54084,1465151219.04435,"0.590451603419547","0.00641801109960888"
"sp|P09104|ENOG_HUMAN;Int_MassPrep_sp|P00924|ENO1_YEAST",1554598.60215339,2284762.73363655,2844228.481,2778146.06946248,2923744.31025013,2644386.61711518,1384588.5564502,8340130.13566562,9484993.46744824,6549564.77651628,6083632.56653737,7405929.95343053,8133100.13320675,"-5.98317860370246","-0.0584088353197704"
"sp|Q14019|COTL1_HUMAN",1135094.79090687,1258640.34526272,1203681.359,1042798.09707977,1221486.61782035,1506706.56605375,515424.31464904,1977517.887207,1724249.47777979,2721649.56081765,2711383.21411965,2229152.11179281,2271737.44865701,"3.14220368540021","0.0309779160167327"
"sp|P78417|GSTO1_HUMAN",2221634.8741665,2755334.21627767,3117488.527,2975269.97410387,2957595.35435752,3034096.29596519,2235679.5491626,6158988.64706581,6105722.79180516,5700129.98170031,5470604.32631725,5481695.46743472,5504247.76870224,"-2.47689424401703","-0.0251369091202272"
"sp|O76094|SRP72_HUMAN",6107479.78194581,10160500.4305307,2085186.7,2022088.01660119,2314576.90449699,2037583.49936563,1481650.50239753,1772783.20799814,1874018.39834773,2085441.73494714,2408475.29362104,2226919.05680696,2649756.90028832,"6.05660861668444","0.0598588662750385"
"sp|P26583|HMGB2_HUMAN;sp|B2RPK0|HGB1A_HUMAN",315922.776240129,247912.025519791,707611.5226,515992.477829966,1088632.63287866,953487.965017769,166698.354090682,2090039.93450943,2121767.69569699,1697264.84018284,1734396.49712481,2662624.44159635,2669819.60902005,"1.20333528801431","0.0117298860378077"
"sp|P00491|PNPH_HUMAN",1007762.68457401,1895466.76906346,2587694.057,1819015.76657269,1651760.58709585,1541038.63914711,1316021.8168514,3652871.96486637,3313832.94015503,2836854.16015217,2454225.81297857,3290452.49737934,3050423.79466705,"4.43764220141647","0.0440551141708595"
"sp|Q99623|PHB2_HUMAN",661990.67907645,710925.617905298,1336427.773,1058649.81975183,1620318.5500186,1744831.35531218,347271.828746454,4765216.04927872,5298983.5675971,4732598.55040598,4688539.88148764,3447753.9824046,3650425.53204672,"-2.73049911779484","-0.0280456252866882"
"sp|P27824|CALX_HUMAN",854773.423962825,864014.48752213,1384176.046,1050242.91186536,1830009.695428,1857232.86578816,579509.048746024,4459637.90125526,4187065.29375747,4006218.39760316,4096108.01923836,4141764.44545287,4004813.8646081,"-5.36745416312832","-0.0542611057755498"
"sp|O00231|PSD11_HUMAN",685429.950748123,726560.442201936,1363936.621,1103415.57161203,1378354.04441074,1609119.3431752,470058.818138317,4419168.2429227,5160395.08540063,4118917.79358131,3960485.68292057,4565541.17658842,3918420.89063798,"4.08930956055869","0.0410626690733893"
"sp|P62241|RS8_HUMAN",982698.965175927,1309452.3124377,2675304.059,1947735.90305974,3830678.4089313,3036237.60906517,538782.718307354,7321224.98927814,6744059.90458499,12660582.2103471,9971184.40947855,12474664.9403267,11910980.7552585,"-0.798292435642035","-0.0075175911214289"
"sp|P37840|SYUA_HUMAN;sp|Q16143|SYUB_HUMAN",3334826.81994581,4113685.64639208,3389324.45,3006107.54703685,2184141.87571818,1785504.42971118,4409493.46742498,1299074.27535787,1134629.81975817,1439280.8032674,1655571.83291428,1369847.83780993,1301040.98775304,"-2.51466404026552","-0.0249879599023951"
"sp|P02452|CO1A1_HUMAN",255234.088700395,299962.724775001,1029276.137,1153446.28377781,997355.190877089,1196099.82151322,281459.651670693,1500377.67169421,1558076.08160102,3399653.00944464,3440715.82334495,1171933.51298207,1232347.70399615,"-0.171182631693597","-0.00166562687728662"
"sp|P25398|RS12_HUMAN",625343.365658625,764982.508785528,1084046.85,727088.232249758,1179087.65506062,1323608.57941163,223929.559612101,4625146.41676239,5190921.95276173,5193030.87005046,5740453.09611939,4297928.06950893,4154041.15890479,"-0.778553795873585","-0.0077536555916464"
"sp|P17844|DDX5_HUMAN",429999.403204791,571028.303670345,1113532.605,803007.145941466,863373.002029991,738504.572265724,544936.874533376,1880523.83235263,1914545.4698106,1800672.08167608,1658192.12586648,1417770.33671908,1802143.48241638,"-1.5790673612708","-0.0163928104302361"
"sp|P01833|PIGR_HUMAN",185794.416266685,205277.538579059,1729020.163,1496202.18838373,1671410.41732893,1795528.55740307,200718.226042751,586500.878531685,524824.579546413,3249066.56490282,3073335.50995308,625443.890142886,721086.958100745,"1.11252515618233","0.0109291636819936"
"sp|Q96I99|SUCB2_HUMAN",1086570.47830375,1229947.22353573,1632407.201,1364682.32238093,2353720.99437452,1837377.56544675,519558.784363947,2743180.05204334,2593828.4860482,4259847.20014815,4234462.64989212,3526689.55390397,3369222.97636607,"-2.73167434948057","-0.0267388054620859"
"sp|P00492|HPRT_HUMAN;sp|Q9NRG1|PRDC1_HUMAN",859753.102957163,952241.016924856,1088169.964,1002434.35418723,987871.277157122,1030134.09690017,887013.267521017,3223095.85746354,2948291.73615439,2109237.59685717,1693170.56908219,1692753.61618529,1827934.58459006,"1.4644637772612","0.0142816720538622"
"sp|Q14240|IF4A2_HUMAN",153856.503866735,209351.86491247,282134.2063,248858.048365573,463185.733654507,472986.962890306,95938.0209398459,1237541.94977804,1242545.76409624,765852.016038765,705056.708524796,845830.375546316,772314.233257933,"-0.80788638788637","-0.00771467101440309"
"sp|P22897|MRC1_HUMAN",421196.907367124,525144.369210964,609746.7637,588170.349652963,683585.147492886,1080105.98497024,138855.933029121,1455492.59296483,1220146.79958227,1555831.45967101,1464243.26861785,1537604.89488417,1701031.83277099,"0.556569901137135","0.00587708180078529"
"sp|O95336|6PGL_HUMAN",1631767.70854463,2104034.3492401,3163089.002,2577367.42014705,3747131.64271824,3864667.76326978,1304043.1809608,5810086.69548774,5534469.05235972,6690867.04849951,7947573.80531281,5239527.75488313,5507704.00444251,"-0.955610232768625","-0.00909213438663322"
"sp|P31930|QCR1_HUMAN",591907.636961878,543906.628847001,745220.9363,725996.250850128,1336605.39997299,1239469.4620997,213264.539681979,3000901.70017223,2852501.18225231,3519502.53588329,3736601.26673167,3434617.63964508,3996342.11845008,"0.971843885845409","0.0100391465353597"
"sp|Q9HDC9|APMAP_HUMAN",364848.930980637,509725.700595838,561308.3144,413036.616247566,851866.868101839,907394.965646189,190209.247176108,3080901.205375,3155057.982951,2202233.15807552,2918096.25412411,1516966.82599971,1556062.31318168,"-1.78687558880274","-0.0184129208943167"
"sp|P30044|PRDX5_HUMAN",2548609.686628,2799250.23007676,4403569.809,4072577.62819142,4966947.08372074,4308646.84136522,1800924.09192874,4135451.23931192,5429165.36252619,5874853.45488053,5971547.76440885,7686872.09126237,7668464.12552928,"6.11562289910569","0.0612940788868079"
"sp|P06756|ITAV_HUMAN",273043.998491451,254482.716174489,506044.3964,530078.002785871,870987.007020173,902903.011647038,92980.3696451207,1549298.01525881,1430171.51921243,3161484.63070898,3378986.11877298,874958.678598908,917008.436877259,"-1.01633905338679","-0.00987230565195553"
