"Protein","S0","S0.1","S0.2","S0.3","S0.4","S0.5","S1","S1.1","S1.2","S1.3","S1.4","S1.5","S1.6","S1.7","S1.8","S1.9","S1.10","S1.11","S1.12","S1.13","S1.14","S1.15","S1.16","S1.17","S1.18","S1.19","S1.20","S1.21","S1.22","S1.23","S1.24","S1.25","LogFoldChange","Zstatistic","fdr","FDRup","FDRdown","QM_fdr","QM_FDRup","QM_FDRdown"
"sp|Q13332|PTPRS_HUMAN",622101.6007,612113.461,2620699.156,2511926.962,257852.209,280840.1273,2240269.249,2052967.787,1209750.034,1125436.92,1465372.216,1093187.568,957240.3953,926740.9806,444748.8577,347069.5785,640049.6446,664264.0597,1657265.106,1803113.256,910708.4461,846607.5766,1071302.44,1028358.426,254272.6478,251501.9315,2211418.396,2420124.557,300917.9854,301996.1797,516001.8337,550107.3459,0.165,0.4907,1,0.911834,0.578764,0.999996773015312,0.996413422582441,0.570771770514189
"sp|Q9UI15|TAGL3_HUMAN",7127091.171,5257695.265,87900000,9.6e+07,13100000,13500000,50700000,46300000,30500000,29800000,54800000,4.7e+07,13900000,11800000,3805055.749,4468524.489,5168599.47,7077051.671,65300000,59300000,36100000,36400000,45700000,51500000,11400000,12700000,91300000,93600000,18600000,19900000,20900000,16700000,0.21,0.4902,1,0.911851,0.578569,0.999999922088575,0.996414847546425,0.570573125523167
"sp|Q8N126|CADM3_HUMAN",2823775.553,2843780.202,75600000,75800000,2745528.922,3389666.174,40100000,39600000,21600000,20300000,24300000,18600000,14400000,11900000,1326834.167,1369820.209,1547750.064,1364069.851,58500000,58300000,28500000,29500000,3.3e+07,36700000,1231784.303,1414139.017,47900000,49800000,4331965.424,4188706.214,5613068.566,5382649.435,0.294,0.4893,1,0.911882,0.578217,0.999999048426037,0.996410913092837,0.570215339093172
"sp|P52943|CRIP2_HUMAN",18400000,17900000,22600000,23100000,1042931.398,1165553.554,14200000,1.3e+07,9314911.492,9489078.107,2.5e+07,19200000,16400000,16700000,9392949.352,9182288.365,8014679.272,8387453.944,20200000,20600000,10700000,11100000,14700000,15700000,2314661.762,2554881.935,15100000,17900000,5144921.497,5195362.936,1490110.787,924703.2064,0.222,0.4886,1,0.911906,0.577944,0.999998095765406,0.9964075772188,0.569936861232106
"sp|Q8ND30|LIPB2_HUMAN",4517.5296,19390.1867,12506.7415,34447.4906,3455.3155,6351.2858,15831.9433,10533.7776,12110.8598,12065.1689,34021.0944,12455.4458,811.6442,11865.3988,16523.0717,20045.9019,8946.7369,19165.2856,12811.0678,17180.6652,3876.2725,6820.978,14593.4415,2189.4552,43569.4605,51434.472,5986.9483,10491.1123,3549.0531,3558.0748,283293.7057,406445.9627,0.28,0.488,1,0.911927,0.577709,0.99999708946927,0.996404526353252,0.56969802717806
"sp|Q09666|AHNK_HUMAN",1.59e+08,1.42e+08,84200000,8.7e+07,3.1e+07,30700000,80400000,77300000,31100000,31100000,1.11e+08,91900000,1.02e+08,92100000,1.42e+08,1.34e+08,1.69e+08,1.69e+08,50100000,52100000,24600000,26100000,34700000,36600000,1.24e+08,1.4e+08,57300000,61900000,21200000,20600000,67500000,64400000,-0.143,-0.4876,0.491406,0.892637,0.185975,0.477576428249314,0.473731902719444,0.177929523643558
"sp|P43490|NAMPT_HUMAN",9202186.182,7966317.226,12300000,12400000,13200000,16200000,6262886.604,6141264.707,4424844.038,4500995.489,25200000,22700000,30200000,30800000,1.8e+07,16400000,30700000,29100000,14600000,15900000,5763599.916,5667036.331,12800000,13200000,21300000,21300000,11100000,11800000,3972486.532,3941212.648,47100000,43500000,0.152,0.4876,1,0.911941,0.577552,0.999996321504902,0.996402394409565,0.569538733408025
"sp|Q9GZZ9|UBA5_HUMAN",1770691.853,1810105.252,2406991.941,2862693.563,959984.1234,1109175.745,1909731.741,1657061.56,854761.5382,919609.3045,4803375.766,3932087.76,818244.7627,670698.9779,709319.119,628023.1904,1200419.605,1211953.349,2955106.957,2852013.426,972712.0303,862595.8284,1216203.054,1268847.097,3125468.373,2850274.921,1977863.638,2295660.179,1348026.414,1369236.137,1414367.006,1310127.585,-0.131,-0.4866,0.49219,0.892689,0.186289,0.47836021140502,0.474511389387003,0.178238342094214
"sp|Q7L576|CYFP1_HUMAN",929439.9915,469564.8805,2618364.535,2162553.804,1547974.669,1182377.205,2487349.058,1977342.541,1202225.045,1566024.732,2648444.093,1563377.765,1739964.246,1380198.111,678906.5722,699866.4499,726397.5723,1083246.039,1651474.409,1141931.229,1181306.223,767776.4157,1675980.125,1416635.114,750495.8043,711197.6519,2186499.045,1377217.28,803294.3171,336435.4297,875822.0228,571758.2407,-0.112,-0.4842,0.494073,0.892815,0.187047,0.480246857031075,0.476387681051222,0.178981062393573
"sp|P43121|MUC18_HUMAN",6007815.412,4643002.623,6379683.847,6642817.219,1173161.194,1099563.913,3540872.879,3313896.702,1902943.72,2210151.754,12800000,10400000,10600000,8994027.342,5066989.888,4242634.819,6032841.862,6240067.007,6700340.617,7302567.474,3326616.251,3386544.649,6412859.285,6482752.222,2176915.393,2374717.487,4942636.691,5492994.288,1426303.551,1219295.703,1024575.909,1066304.94,0.155,0.4818,1,0.912139,0.575275,0.999996213806277,0.996382279348625,0.56722257775294
"sp|P04275|VWF_HUMAN",9839935.968,8826721.212,1072119.801,1090377.965,144095.4585,126544.2028,1789527.458,1685128.456,576159.3682,600691.5174,1218936.65,1153015.152,4524053.704,5112740.839,821314.3901,834668.9665,1686647.913,1473379.034,739092.3463,891616.66,488030.1103,537800.1209,715427.5231,643218.1766,538755.5568,620883.4228,834955.3023,1052186.04,139087.0291,247300.8312,1012454.594,999962.8941,-0.208,-0.4817,0.496037,0.892946,0.187837,0.482214793961516,0.478344863941689,0.179757062241593
"sp|P31937|3HIDH_HUMAN",4544707.936,4389392.608,15700000,14700000,12400000,11100000,11300000,10100000,6027636.503,6168358.642,25800000,20500000,9841482.796,8930123.839,15400000,14900000,21400000,22300000,16700000,1.8e+07,8553966.569,9156788.233,12500000,12800000,8711863.557,9656777.506,10700000,11800000,2896746.569,3426767.355,8508932.662,9444656.429,0.117,0.4812,1,0.912159,0.575039,0.999999539382724,0.996383494632014,0.566982293798225
"sp|O15355|PPM1G_HUMAN",223860.5805,98028.2243,1403405.918,1373412.757,551534.0708,724895.9775,501533.7797,469882.9124,342869.8706,324267.0625,1131515.451,913462.139,555686.5055,392940.6088,3077427.931,3066536.14,3671967.458,3903455.71,413623.5926,457152.1278,385829.6044,336234.1478,659370.8979,622874.0719,1344984.957,1468937.405,934002.9696,888666.1202,45129.4691,43310.396,731018.6883,696217.1991,0.249,0.4812,1,0.912159,0.575039,0.999999539382724,0.996383494632014,0.566982293798225
"sp|GELS_HUMAN|",58900000,60100000,1.91e+08,2.01e+08,87800000,91900000,93400000,82100000,44800000,4.2e+07,2.54e+08,2.11e+08,95800000,85900000,88300000,94100000,1.32e+08,1.42e+08,1.18e+08,1.15e+08,76500000,76300000,1.45e+08,1.51e+08,37600000,42800000,1.11e+08,1.17e+08,20900000,22400000,94300000,90100000,-0.139,-0.4809,0.496666,0.892988,0.188091,0.482843841955878,0.47897049856237,0.180005884303635
"sp|Q00587|BORG5_HUMAN",5242.5764,9940.9765,125242.2935,132279.4671,2825.8606,3234.4242,14006.8169,11517.6626,5610.5326,1940.8215,441318.9203,139757.159,8321.074,2362.2006,4179.4299,1584.5713,11654.5591,16151.6082,20906.6574,12327.4814,7674.7744,9044.1627,39369.6085,83531.4937,14882.9418,13042.531,13392.4902,9728.7681,531.3853,2297.9369,45436.9361,5819.557,-0.323,-0.4796,0.497689,0.893056,0.188504,0.483867178585962,0.479988286400223,0.180410741462549
"sp|P09382|LEG1_HUMAN",1.01e+08,83700000,1.56e+08,1.6e+08,94200000,90600000,1.14e+08,1.14e+08,52300000,50900000,2.24e+08,1.75e+08,2.27e+08,2.07e+08,1.13e+08,1.02e+08,1.52e+08,1.58e+08,1.43e+08,1.45e+08,66500000,69500000,1.14e+08,1.18e+08,2.09e+08,2.54e+08,1.5e+08,1.58e+08,28300000,30800000,2.71e+08,2.57e+08,0.123,0.4794,1,0.91222,0.574329,0.99999710577165,0.996374803493303,0.566260677198971
"sp|P13473|LAMP2_HUMAN",6357923.938,6012701.653,5184335.673,5232961.817,4459480.069,4887255.954,2347395.652,2210703.247,1041912.266,1070250.349,15100000,11700000,3666802.235,3303169.023,4895961.049,4027933.467,5948021.178,7026867.914,7759506.392,7851084.339,3268397.242,3445615.713,6587029.422,5648207.64,1e+07,10500000,2758610.007,2758729.964,1013579.376,1091462.355,11600000,12300000,-0.159,-0.476,0.500523,0.893243,0.189649,0.486710428899858,0.482816123055608,0.181535240451845
"sp|Q02127|PYRD_HUMAN",380.1118,887.1159,24751.3226,33014.024,16024.8993,8175.3073,6711.133,13221.8173,2347.2116,359.0147,154668.2354,124590.4536,54601.4015,65087.0487,7158.0318,6611.5418,8509.5938,1139.853,19397.8843,8197.4294,857.0673,7898.9875,3639.2555,1470.2887,467.6795,5730.7306,5472.3186,27625.0754,0,1408.3401,152.5261,203.0077,-0.409,-0.4741,0.50202,0.893341,0.190256,0.488209483318969,0.484307132574126,0.182130714894466
"sp|O60763|USO1_HUMAN",2806787.319,3958051.402,6293797.99,6485190.91,1996110.055,2092859.794,4014013.006,4592293.618,1961547.311,2152495.798,9003635.203,9647101.186,4114114.338,3493445.995,3136852.121,3425841.025,5350944.422,5324214.021,5555907.749,5768602.076,2686145.25,2380680.636,3758484.942,4345711.262,6100509.09,6659949.15,4121407.945,4225033.671,1233107.678,1560248.572,5226758.759,5385634.418,0.106,0.4733,1,0.912426,0.571916,0.999996458449882,0.996352691231112,0.563806684307423
"sp|Q8N5S9|KKCC1_HUMAN",214125.4092,422284.5283,5139760.014,5036678.264,183733.2253,188376.6896,3147283.441,3245685.915,1381234.549,1656860.565,2288984.137,1576035.813,265590.1374,198174.999,196194.4103,96267.8533,199900.362,256402.6596,2767718.527,2513236.08,1035127.708,1021428.999,1537787.517,1642912.644,337075.8911,343791.7928,3311689.23,3177536.097,672742.3112,770424.468,378303.2771,388097.7856,0.275,0.4724,1,0.912456,0.571559,0.999999308065732,0.996352325314885,0.56344350900035
"sp|P52789|HXK2_HUMAN",9602586.508,8248662.259,29400000,31300000,7876913.156,8887403.604,54500000,59100000,8639652.424,9199984.833,78100000,64100000,6843862.804,5330476.298,2969576.588,3811976.17,5501902.621,7553155.175,82800000,78900000,7726236.261,8312137.008,8076798.791,8735174.7,21900000,23700000,1.9e+07,18800000,31400000,33100000,1.2e+07,11500000,0.2,0.4692,1,0.912563,0.570287,0.999998940574285,0.996340546797906,0.562149973511595
"sp|P52306|GDS1_HUMAN",2375499.412,2755772.433,38300000,40600000,14600000,15900000,21200000,21100000,14800000,15300000,37700000,33300000,9708105.46,9019967.016,5414570.231,4984514.488,7845175.969,7607350.482,23800000,22900000,14700000,15200000,19200000,20600000,9355063.184,10200000,24500000,26700000,7451488.655,7303309.211,10900000,11100000,0.153,0.4684,1,0.912589,0.569968,0.999997887546284,0.996336634483137,0.561826052955232
"sp|P08133|ANXA6_HUMAN",86200000,86300000,2.6e+08,2.67e+08,1.12e+08,1.15e+08,2.33e+08,2.14e+08,1.06e+08,1.12e+08,3.42e+08,2.68e+08,1e+08,87700000,81500000,74100000,1.06e+08,1.11e+08,1.64e+08,1.64e+08,1.02e+08,1.02e+08,1.09e+08,1.15e+08,1.05e+08,1.15e+08,2.06e+08,2.14e+08,66800000,65300000,1.11e+08,1.03e+08,-0.094,-0.4674,0.507308,0.893687,0.192406,0.493516715312338,0.489585997606754,0.184241507088076
"sp|Q8WWY3|PRP31_HUMAN",1101944.581,1612847.297,403603.1675,376966.393,65265.4846,84577.4815,351228.4744,257282.5472,47061.6605,52207.8984,1855556.124,1446174.526,885165.1777,745895.7492,574169.1374,532202.9943,741459.3298,924605.2186,644950.3944,555718.3715,60511.4977,65270.7355,89954.1457,85221.4973,401385.6418,524968.1251,109807.5018,140538.517,360024.9193,268549.0373,167778.4244,138846.0065,-0.238,-0.467,0.507624,0.893708,0.192535,0.493833219731233,0.489900831481725,0.184368064234872
"sp|Q8N987|NECA1_HUMAN",1069221.015,1038973.186,6013374.672,5751568.162,635998.0848,599769.932,2313953.798,2617487.455,2819613.809,2745956.787,6326411.6,5191751.203,153769.9787,172560.0257,145392.34,194425.3564,203650.5932,207096.8541,3014270.127,3338396.464,2095725.375,2187773.176,2530238.806,2270330.586,871941.9438,844007.4857,5824503.277,6098718.534,1598226.094,1735465.118,737974.4953,753905.3807,-0.244,-0.4643,0.509759,0.893846,0.193407,0.495975848972457,0.492032132208448,0.18522391729146
"sp|P48426|PI42A_HUMAN",3290149.348,3477663.759,35900000,37200000,7681799.568,9046309.235,15300000,13500000,6807100.025,7006473.068,33100000,26500000,7922375.785,7795663.14,5548176.942,4964142.814,6572207.737,6857108.635,10600000,10600000,10200000,9791076.946,21700000,21200000,3952972.81,4435806.928,16900000,17400000,2847536.976,3162790.896,5644253.846,5535023.403,-0.162,-0.4642,0.509838,0.893852,0.193439,0.496055065610527,0.492110933278903,0.18525566867747
"sp|Q8IWE2|NXP20_HUMAN",239079.3065,262450.0524,350066.8239,478591.4664,191311.0857,220589.0707,157830.2868,137593.6125,43358.503,56455.919,681476.2779,490829.5648,604145.0432,530807.1282,236779.2728,312229.8071,508423.2165,542454.5088,203279.9007,247453.3339,84607.3945,115303.7124,296200.7699,161575.4346,404732.824,442651.9183,155977.5815,288021.671,34853.9702,42539.2953,602621.752,564968.2889,-0.179,-0.4636,0.510313,0.893882,0.193633,0.49653053506487,0.492583909052895,0.185446256880493
"sp|P24844|MYL9_HUMAN",134243.8955,628749.0008,191554.3013,147495.3142,102258.6004,113701.8594,92330.4398,88352.9216,35597.2229,33245.0525,394141.5902,213348.397,1359977.414,1367980.97,540873.6481,520919.7309,881044.9412,849965.964,24902.3867,70705.9554,55762.5621,34579.7233,145815.8741,85440.9257,73452.734,71115.4129,354573.5055,280537.7282,61725.8906,21440.746,26284.8244,99648.7683,-0.269,-0.4628,0.510946,0.893923,0.193892,0.49716494653409,0.493214994884499,0.185700587816995
"sp|P69891|HBG1_HUMAN;sp|P69892|HBG2_HUMAN;sp|P02100|HBE_HUMAN",1.34e+08,1.35e+08,7.92e+08,7.22e+08,1826073.495,2042451.88,90400000,99100000,10600000,10900000,2.96e+08,2.63e+08,4.13e+09,3.32e+09,2.73e+08,2.31e+08,1.02e+08,1.15e+08,2.19e+08,2.45e+08,43200000,45400000,94400000,98700000,6757942.67,7381644.89,2.35e+08,2.08e+08,6093749.517,6460322.42,49700000,50400000,0.428,0.46,0.999701,0.912866,0.56661,0.99818133633223,0.994503296471738,0.55841490907498
"sp|P52209|6PGD_HUMAN",38500000,27700000,56900000,54200000,29500000,28800000,43700000,46300000,19600000,19800000,9.2e+07,79200000,51600000,45400000,21900000,20200000,29300000,29800000,56800000,59900000,27200000,26400000,40400000,42300000,25700000,29100000,4.2e+07,4.5e+07,15400000,15700000,3.1e+07,26600000,-0.089,-0.4598,0.51332,0.894077,0.194865,0.499548961967804,0.495586525637493,0.186656492001065
"sp|Q96ID5|IGS21_HUMAN",544031.9433,880782.1192,8005416.861,9578762.028,1050296.622,1045748.653,5458284.49,5158509.757,3265976.415,3210928.42,5233822.745,3951362.303,1349244.457,1447312.878,715420.6218,1139223.879,1165716.391,1280709.172,3625051.105,4022524.504,2887995.427,3168922.084,2524921.283,2665476.731,821805.2582,1258009.516,4929251.057,5302286.452,1465501.973,1584039.528,908604.397,818346.9325,0.172,0.4595,0.99962,0.912882,0.566409,0.998071427729731,0.994392389037639,0.558211339388225
"sp|Q9UBU9|NXF1_HUMAN",163653.9635,163252.5666,62965.2797,0,2628.3964,31.1334,5991.0042,6543.5745,7.9477,0,17381.2598,895.1656,0,0,53818.0021,123423.5576,135177.353,131711.3976,2246.4532,7143.6543,0,6412.0383,1987.8379,2350.0784,1377.7383,4674.272,5137.4704,6519.963,10.9691,1423.306,4333.7018,0,-0.788,-0.4586,0.51427,0.894138,0.195256,0.500505612138388,0.496538162024038,0.18703980980576
"sp|P30084|ECHM_HUMAN",5866598.782,5934922.88,44600000,5.1e+07,11100000,10700000,4e+07,38100000,20400000,21100000,30800000,28300000,12600000,11500000,6753375.969,5787849.072,9955533.078,10800000,32900000,32200000,18300000,19100000,21700000,24600000,6290002.868,6831434.416,38400000,42100000,7319432.919,7655703.958,13900000,15200000,0.144,0.4573,0.999168,0.912954,0.565526,0.99756535357152,0.993882071820717,0.557314952701982
"sp|P30740|ILEU_HUMAN",13100000,10500000,8493833.069,8454973.949,7097008.43,7497093.729,7813020.112,7567767.081,3676944.697,3836823.812,23200000,23700000,16200000,16500000,14100000,12100000,16200000,15900000,11500000,11800000,4633008.129,4363450.39,7264590.994,7330626.547,17300000,17700000,6421795.041,6658683.302,4738105.897,5022698.714,12600000,1.1e+07,0.103,0.4569,0.99908,0.912967,0.565365,0.997474859579499,0.993790791953782,0.557151853511419
"sp|Q5VW32|BROX_HUMAN",911585.6211,858359.0607,919434.1666,867435.3778,184740.6472,140291.3476,675975.3127,549107.1793,182509.9048,180557.0092,2438891.967,1840667.076,500259.323,580198.9135,1353570.106,1122574.469,1133629.044,1279685.888,886788.5098,838727.5016,313865.5578,309718.6786,702303.5783,842892.0053,40955.3379,53479.8786,446776.4678,503420.3451,152841.6942,179432.8744,96951.6086,38410.7945,-0.227,-0.4562,0.516171,0.89426,0.196038,0.502416351339837,0.498438967567883,0.18780808443013
"sp|Q9C0D0|PHAR1_HUMAN",89051.5478,79055.2199,1872091.083,2069606.486,72702.8086,95050.0226,990875.2715,980869.7155,539665.841,479979.1489,1475134.725,957579.9048,66081.3421,51224.7123,67169.4507,52874.4834,89178.8674,75061.4543,1452036.836,1458390.24,419465.5817,408256.6811,537824.0024,587851.9255,226707.011,263739.9474,802929.0099,734572.0352,475112.2895,398674.6739,29836.8859,30867.8707,0.265,0.4554,0.998748,0.913015,0.564762,0.997118263038255,0.993431370083842,0.55653990942525
"sp|Q13547|HDAC1_HUMAN",826758.6377,1098754.209,5968.6912,0,178041.9855,354121.7362,6328.9614,15173.6554,7083.0882,2290.3646,1519776.244,1161233.724,11662.3046,29769.5601,56139.9321,43129.1419,55579.3258,112759.4272,210364.7212,145267.7154,11522.0834,29574.5366,4053.0897,9575.9974,1172873.948,1440054.537,44080.9568,32197.1097,123636.8373,165956.9664,10766.9533,63452.0402,-0.45,-0.4546,0.517439,0.894341,0.19656,0.503687497902279,0.499703573867202,0.188321479798417
"sp|CAH2_HUMAN|",49200000,47500000,1.39e+08,1.39e+08,26400000,29800000,78600000,69100000,23800000,24500000,1.73e+08,1.58e+08,1.5e+08,1.35e+08,27900000,24500000,28200000,26100000,61500000,62300000,34700000,36900000,71900000,68700000,30900000,33100000,59800000,63800000,18100000,19700000,68700000,6.7e+07,-0.142,-0.4544,0.517598,0.894351,0.196626,0.503846534233736,0.499861792449653,0.188385722604346
"sp|P50453|SPB9_HUMAN",9075921.695,3230748.442,4663314.591,5027917.023,5652493.517,6020152.439,3394608.332,2965156.489,1732759.073,1739416.229,3.9e+07,31800000,18500000,1.5e+07,4898119.137,4665452.45,6653925.567,7207416.568,5881204.593,6130751.821,2750595.213,2787967.203,4235833.356,4341423.859,4774174.728,5103432.32,3575065.049,3739262.57,1312149.985,1292965.922,2076225.167,1793320.809,-0.17,-0.4535,0.518311,0.894397,0.19692,0.504566844102705,0.500578352022183,0.188675002759262
"sp|P07858|CATB_HUMAN",42600000,33800000,24700000,23800000,2298429.378,2155168.954,15500000,1.4e+07,7020926.078,7360724.901,19800000,31600000,42600000,33200000,27100000,34900000,31400000,37500000,47200000,43800000,15600000,14100000,25600000,24700000,2119307.305,2358295.196,13800000,1.4e+07,1892552.401,1596964.364,54200000,4.4e+07,0.238,0.45,0.997511,0.913186,0.562586,0.995811861835501,0.992114863639711,0.554332742317976
"sp|Q53GS9|SNUT2_HUMAN",40747.422,56509.5913,56339.4835,69682.3868,35059.2533,86628.6837,28331.0424,19572.3187,16296.6233,13286.8142,28059.2511,204028.6471,11402.9554,53622.5774,207319.2355,438368.1413,415575.2203,534903.9424,71533.4858,37154.5042,97289.9944,30375.564,172307.9565,129808.6348,95494.6198,134389.1104,120952.119,32982.4457,48238.6722,48324.5653,45171.6795,37447.4928,0.202,0.4497,0.99744,0.913195,0.562465,0.995738319004806,0.992040761895516,0.5542099341945
"sp|P16152|CBR1_HUMAN",29200000,26800000,2.06e+08,2.18e+08,49900000,53800000,1.09e+08,1.07e+08,49600000,52300000,2.79e+08,2.27e+08,52400000,51100000,39300000,34500000,60500000,6e+07,1.13e+08,1.09e+08,84500000,83400000,1.57e+08,1.55e+08,32500000,3.9e+07,1.28e+08,1.31e+08,26900000,28500000,1.03e+08,97400000,0.136,0.4492,0.997321,0.913211,0.562263,0.995615597716499,0.991917109097869,0.554005210072435
"sp|P80723|BASP1_HUMAN",17400000,2915176.882,20800000,20100000,6014611.197,8870157.605,1.3e+07,10900000,4528613.527,4747107.128,2.63e+08,11100000,3772963.15,5326427.937,1577778.442,1523021.134,3056927.959,2903377.03,30900000,19800000,74100000,49700000,1.4e+07,39700000,13100000,19700000,11200000,11200000,1.46e+08,1.39e+08,4000987.689,4035751.227,0.283,0.4492,0.997321,0.913211,0.562263,0.995615597716499,0.991917109097869,0.554005210072435
"sp|Q13405|RM49_HUMAN",14429.2408,33374.2,155559.2161,140066.6387,13644.6275,125750.4985,139540.248,56812.9921,52799.9228,49347.3533,280328.7216,399618.1498,547838.0006,403301.7634,593045.4087,689723.7795,656564.3959,829010.0495,64914.2107,33725.9409,25833.3138,26635.4693,31133.0705,38342.3382,3382.3863,5913.494,103143.0225,76587.388,1784.9379,9357.8295,105065.0177,123574.8917,0.324,0.4492,0.997321,0.913211,0.562263,0.995615597716499,0.991917109097869,0.554005210072435
"sp|O60832|DKC1_HUMAN",104075.331,131816.5436,41081.7206,49705.5537,195720.2554,225737.8089,61783.9075,61904.0319,15595.5645,11914.7482,284346.0055,239905.1467,90896.415,100246.6978,551743.7752,594213.7209,604797.3187,576158.6794,122274.112,110134.0032,34502.7225,39471.8635,85996.5021,59040.2851,146742.6331,141228.2584,10112.1053,5928.7104,32555.0681,35258.9793,155739.1932,150968.0522,-0.26,-0.4474,0.523149,0.894705,0.198924,0.50942891682603,0.505415587403551,0.190643756051513
"sp|Q86XE3|MICU3_HUMAN",9338.4583,76714.6416,503249.1983,485749.2236,56303.7587,88078.9108,290084.2526,275805.9318,288539.3408,291046.0329,106503.6356,94183.4642,38570.8415,42441.8199,1479.4529,3033.8535,15442.3216,3351.1669,272625.4816,225529.8637,150668.3189,171309.1342,114222.6467,156194.2487,24788.5246,16373.1222,467973.5601,595254.7639,145538.7895,145191.824,60196.4854,57641.3357,-0.308,-0.4467,0.523704,0.89474,0.199154,0.509985920272541,0.505969783989292,0.19087057813063
"sp|Q9BT09|CNPY3_HUMAN",759720.0587,780241.561,404453.8658,501326.4205,307179.8069,310439.7081,185413.4672,156219.5433,187733.393,193162.6869,1074373.481,967805.7037,985978.5089,865892.3413,896599.1621,881078.9015,1360857.319,1355169.25,582306.7835,575496.7071,250971.6089,285803.261,268579.2101,210693.1352,532495.0273,442166.6189,367641.4924,421283.7825,118208.6593,75369.2402,471836.516,440600.3398,-0.151,-0.4405,0.528623,0.89505,0.201206,0.514933910951987,0.510892925587448,0.192887650383783
"sp|Q9UJ70|NAGK_HUMAN",13900000,12200000,13700000,14700000,3593660.872,4307149.25,9752330.787,9368761.159,5175167.556,5619269.798,3.1e+07,18200000,17600000,14600000,1e+07,8805649.179,13400000,12900000,12400000,12400000,5431533.948,5520790.221,8263027.877,8339931.76,14700000,17700000,9328175.572,10600000,3160565.861,3041686.851,11300000,11900000,0.113,0.4402,0.995099,0.913486,0.558621,0.99327292729494,0.989558449774611,0.550311073493112
"sp|Q9Y5M8|SRPRB_HUMAN",4913249.386,12800000,1.7e+07,17500000,4738347.918,4539139.785,16300000,16200000,6334460.659,6114587.307,4.6e+07,36300000,5398554.722,4959016.275,4690394.285,5638172.114,6453143.207,6845847.026,25200000,24800000,8177255.048,8126929.178,9259448.141,9047816.734,7573997.585,8570254.913,11200000,1.1e+07,14400000,13900000,6594169.023,5377280.565,0.133,0.44,0.995048,0.913492,0.55854,0.993219704141741,0.989504875141125,0.5502287899847
"sp|P60709|ACTB_HUMAN;sp|Q6S8J3|POTEE_HUMAN;sp|P68032|ACTC_HUMAN;sp|P0CG39|POTEJ_HUMAN",7.64e+09,7.64e+09,1.59e+10,1.59e+10,4.28e+09,4.31e+09,1.16e+10,1.07e+10,6.91e+09,6.56e+09,1.64e+10,1.37e+10,1.11e+10,9.54e+09,6.06e+09,5.72e+09,9.84e+09,1.08e+10,1.3e+10,1.33e+10,6.25e+09,6.59e+09,8.02e+09,8.38e+09,7.81e+09,7.88e+09,1.48e+10,1.46e+10,3.74e+09,4.11e+09,7.57e+09,7.82e+09,0.082,0.4393,0.994868,0.913513,0.558256,0.993033187267535,0.98931712817199,0.549940732710784
"sp|Q9UPN3|MACF1_HUMAN",4193159.571,4123858.013,12800000,13600000,5507569.959,4891105.819,1.1e+07,10700000,5109856.078,5191105.734,10100000,8444761.748,4346878.059,4285951.551,2653837.343,2522849.161,3279795.514,3457556.616,10100000,9856458.173,5687611.696,5534504.061,6591410.931,6791122.172,6290730.094,7194749.782,10700000,11700000,5955295.707,6242352.944,6067886.804,5814880.262,-0.087,-0.438,0.530607,0.895175,0.202038,0.516931081715426,0.512880169714692,0.193705084835329
"sp|P38117|ETFB_HUMAN",16200000,15600000,58600000,56800000,14500000,15600000,39700000,39400000,2.5e+07,25300000,4.1e+07,3.6e+07,32400000,27900000,20700000,20800000,27900000,30800000,38800000,37600000,21900000,20300000,2.5e+07,24200000,14600000,18500000,43300000,45700000,12600000,13300000,22300000,21400000,0.09,0.4369,0.99424,0.913585,0.557281,0.992367751589041,0.988647653030522,0.548952364316536
"sp|Q15084|PDIA6_HUMAN",44300000,40900000,17900000,19900000,7594038.2,7316577.988,11700000,12600000,5815281.672,6609436.106,57500000,54300000,38600000,33700000,57600000,5.9e+07,63500000,65300000,38900000,38100000,11500000,12400000,1.9e+07,20800000,2.3e+07,24500000,12600000,12100000,4364539.786,3789106.679,32500000,26400000,0.164,0.4368,0.994213,0.913588,0.55724,0.992340438396486,0.988620167703953,0.548911157010743
"sp|Q8WZA0|LZIC_HUMAN",507033.3006,459209.5935,667610.6663,571648.7931,137664.6887,124233.1931,256261.4037,287056.7473,339310.7986,314345.2726,1712752.93,1029387.707,112099.8855,81837.0587,160218.4289,142367.8808,191001.9562,191426.3817,754873.252,417062.6134,169286.8592,168244.4179,432761.4588,769617.0548,176005.8562,205053.8218,1624637.436,484619.2296,63139.0715,77617.8251,398973.9273,243951.7265,-0.173,-0.436,0.532194,0.895274,0.202705,0.518530538907994,0.51447170940081,0.194360725876904
"sp|Q14019|COTL1_HUMAN",1528097.898,816022.1855,559644.8489,573483.5395,866345.0352,731982.9516,454157.6081,448475.8377,113876.069,231188.6033,3120232.56,5726026.156,673419.5235,2330077.617,790887.0896,1079203.584,1386613.65,1405817.723,1788053.296,1521642.14,878493.9941,810549.4679,1295062.226,1306173.486,808026.2335,1004436.856,502631.4724,631830.6869,1010508.226,828539.072,1034997.556,808717.0811,0.143,0.4353,0.993814,0.913632,0.556631,0.99191235515694,0.988189636619491,0.54829281338659
