"","Protein","S0","S0.1","S0.2","S0.3","S0.4","S0.5","S0.6","S1","S1.1","S1.2","S1.3","S1.4","S1.5","LogFoldChange","Zstatistic","fdr","FDRup","FDRdown","QM_fdr","QM_FDRup","QM_FDRdown"
"86","sp|Q05682|CALD1_HUMAN",5642436.9462,5071569.4105,6151477.5665,5491645.5861,9054275.8778,9267643.5028,2337660.0618,5707043.4001,5334262.6427,13090148.6307,12940270.8534,4051133.4746,4290087.6575,-0.148,-0.5718,0.191518,0.50914,0.026265,0.215406994564329,0.214413339411048,0.0313406745663435
"87","sp|P29401|TKT_HUMAN",21428702.8643,21516963.458,9015534.244,8925612.811,17423276.9157,16652411.1727,13732408.8207,33506550.5231,28813776.0881,20958100.1461,19136021.6427,46438268.0741,46644667.4018,0.449,2.305,0.595413,0.134844,0.388016,0.626022003283276,0.622555971613917,0.397345214853303
"88","sp|P68133|ACTS_HUMAN",817003588.7226,752541266.2416,858668153.467,969920976.375,1205276062.9959,1458543637.5725,544031033.5696,1316067262.7782,1323559225.0705,1220397523.5194,1223040659.3055,889461975.9631,965870740.4135,1.492,4.1105,0.015259,0.001966,0.361769,0.0216648995038922,0.0214106323651866,0.373706531751982
"89","sp|P63267|ACTH_HUMAN",767215254.1214,716972053.1223,799867592.8342,912757601.7166,1154151184.1596,1395341558.0338,501888844.8607,1226867669.9719,1233894294.3652,1176483704.5189,1180242823.9231,785440307.4911,860772240.4223,1.388,3.828,0.032772,0.004798,0.367663,0.0436722473988962,0.0432440531966387,0.379670671500045
"90","sp|P13796|PLSL_HUMAN",17821344.0223,18258326.5638,10754542.5817,10808249.2527,16568972.3024,18316040.7092,6575568.6391,27756904.8429,29999464.3338,23754873.8566,25244814.4909,21589516.3541,23673889.5812,0.346,2.2589,0.624126,0.144136,0.386543,0.653722031969753,0.65015524009499,0.3957325238453
"91","sp|P68032|ACTC_HUMAN",803402303.5183,741886552.9771,823251724.6584,938357979.3108,1196759430.8553,1450634981.1177,518269592.7132,1292886211.4643,1305430465.9882,1211256826.1781,1215002272.4089,864557353.5451,941447045.0773,1.546,4.2116,0.011101,0.001398,0.35986,0.0161656840236495,0.0159674144066887,0.371761120407237
"92","sp|P07951|TPM2_HUMAN",2985911.5155,2912590.4286,2522928.3899,2547599.72,5373470.2311,6081012.6463,1021294.738,2409508.5969,2206161.1508,3968098.906,3282492.4086,2355200.1657,2290883.82,-0.506,-2.4737,0.000736,0.397892,7.2e-05,0.00124589464019198,0.00123683218262113,0.000130170073892458
"93","sp|P04350|TBB4A_HUMAN",85848007.7006,78823052.9542,75306578.5064,75410799.6748,119124298.4467,125203389.2533,36067871.574,159158198.7777,140585029.5835,113954116.8207,114493671.5732,134054255.9795,145952872.1507,0.228,1.8501,0.847289,0.238589,0.362414,0.863143875561099,0.859021148471397,0.370657397822691
"94","sp|P06576|ATPB_HUMAN",26605796.9149,25697088.9572,19332670.0445,21579470.8795,22870299.4427,23910821.3548,11506718.1949,34423581.1031,34371715.9547,30845140.7413,30448306.5956,46233735.6832,44114326.2668,0.251,2.1205,0.702379,0.173934,0.380695,0.728194468571251,0.724422268514696,0.38948958663772
"95","sp|Q01518|CAP1_HUMAN",3436446.7298,3398649.2355,2549681.4222,2799654.3017,4064747.089,4016585.0133,1863700.7924,5140349.3436,5176043.5093,4615862.6937,4523331.7247,6959075.3822,6969942.4814,0.224,2.706,0.32341,0.069903,0.391622,0.356936811069268,0.354876309993506,0.40220587816806
"96","sp|P00450|CERU_HUMAN",10086115.3754,9813311.8476,11637598.5257,10262830.5494,7815095.151,9047592.266,8793026.0645,6374674.1216,5524428.7661,6392862.097,8066151.363,9747499.192,10840439.9087,-0.509,-3.4488,1.1e-05,0.370293,1e-06,2.45345452125158e-05,2.42414922546952e-05,1.87502073593994e-06
"97","sp|O75083|WDR1_HUMAN",6236815.6023,5400943.8437,3642258.3974,4265444.4236,7955492.7523,8368570.1805,2923580.2739,12459397.7037,12674842.3299,7475032.572,6964945.1733,12096435.3271,11565593.6254,0.377,2.8712,0.249517,0.051236,0.389431,0.28135274035557,0.279624384616108,0.40047324468683
"98","sp|O15230|LAMA5_HUMAN",1797232.4057,1856191.8893,2973977.3833,2570968.4677,4474603.3542,4220643.4368,1244627.0259,1025363.381,913818.0963,2474976.6976,2708809.2981,1331908.6551,1229260.9293,-0.951,-3.8863,1e-06,0.3612,0,2.49642812503875e-06,2.46530304515547e-06,2.04828806665405e-07
"99","sp|P35221|CTNA1_HUMAN",3238752.3422,3472088.7908,5031962.1756,4596213.5844,5613605.9736,5136180.314,2697313.7638,4268749.8759,4328138.695,3094917.0902,3389271.9681,4106715.7535,4391418.7954,-0.431,-3.6303,4e-06,0.366462,0,9.1413156631685e-06,9.0370755548681e-06,7.63675806785408e-07
"100","sp|P55268|LAMB2_HUMAN",2858543.8373,2711945.6968,4315787.9896,4076480.0758,6471160.0422,7045001.9138,2169603.4914,1499150.1055,1385217.1671,2734123.6899,2913396.2937,2234356.1866,2231569.3838,-1.012,-5.5426,0,0.341085,0,9.60468774755784e-11,9.39528870567574e-11,7.27280904596466e-12
"101","sp|P04406|G3P_HUMAN",38880575.5775,44681081.1954,31809253.1515,31057052.4333,48316155.8054,50541943.3795,30830034.9254,135794918.2811,130063734.0051,86435694.2288,91115589.0129,190821276.4855,188482136.5663,0.828,6.7562,0,0,0.332712,3.11668429087775e-07,2.97304355715291e-07,0.343778969615017
"102","sp|P48668|K2C6C_HUMAN",21597527.1491,21711155.453,28672508.4,31558418.4624,29189568.2964,29117333.8592,11600093.5168,1070741684.821,1202559340.6264,87754259.1924,70311770.3195,525275515.3632,627585230.8238,3.169,4.6296,0.002566,0.000304,0.35275,0.00417889337123653,0.00411875135688695,0.364473753032975
"103","sp|Q9NZN4|EHD2_HUMAN",8599758.2399,8993309.9053,13199297.2018,11744500.2431,20103345.3703,20400494.8156,3700615.4085,1802349.4195,1658054.4807,3594507.8193,3789487.0186,2908130.5966,3039853.1307,-1.725,-7.1747,0,0.331486,0,3.35501711302422e-16,3.16682416577938e-16,1.88232209743872e-17
"104","sp|P09493|TPM1_HUMAN",3167375.0928,3405442.4697,3204637.4367,3042761.7392,4600480.4575,5343419.0694,2162162.1368,2147673.6407,2206235.3739,4922989.4881,4558433.1444,2038313.945,2049874.539,-0.595,-2.6047,0.00044,0.392919,4.2e-05,0.000774481923548569,0.00076851264064368,7.83670271423043e-05
"105","sp|P08133|ANXA6_HUMAN",7693457.9516,8273799.1856,12339657.8901,11612400.8491,21253952.2837,19697879.8652,10139649.3457,10361313.9099,10673673.6659,12946739.1941,13985777.6454,16447541.0851,17057042.5855,-0.153,-0.8238,0.119585,0.492109,0.014886,0.139365834866365,0.138671032307324,0.0184652064730276
"106","sp|P25705|ATPA_HUMAN",18024468.23,15360092.4343,10814032.8342,11942087.106,16758171.8452,17026650.6432,7069854.2951,20677735.5011,17776419.0402,19715212.1048,20722259.5812,27593846.2968,26151184.5566,0.239,2.2187,0.647884,0.152508,0.385068,0.676462985345061,0.672824883894117,0.394138376949566
"107","sp|Q13835|PKP1_HUMAN",827969.6616,805346.1861,1453943.1245,1344300.2221,816119.1235,833682.6731,1535535.8338,10169527.3996,10150652.1697,1500820.038,1454038.5117,3695319.7799,3723101.8272,0.896,2.4027,0.529054,0.116332,0.39038,0.561374899358301,0.558198894500149,0.400013332426028
"108","sp|Q9NZM1|MYOF_HUMAN",1529480.3417,1613113.188,1386687.5883,1489099.4568,1150892.4916,1215834.679,1742830.6488,2010316.6529,1985483.8929,2000937.2075,1947491.1994,2092980.9495,2521020.8584,-0.073,-0.4676,0.230971,0.515815,0.03259,0.256351158196058,0.255189360665641,0.0383252472236478
"109","sp|Q9HBL0|TENS1_HUMAN",2641663.9845,2457049.7963,4625831.8236,4226216.4282,6834433.1468,6645586.9553,1584835.5844,600506.6743,649680.3847,2100581.5335,2468122.7227,1165255.3233,1178977.8302,-1.578,-5.2317,0,0.344299,0,8.04915769729336e-10,7.89317283206505e-10,6.04648510456233e-11
"110","sp|P22105|TENX_HUMAN",2937957.7515,2657304.396,2753200.2018,2980982.7245,4968118.4734,5812120.7189,1300690.1805,3501839.1674,3209522.8833,3284963.614,2931290.7278,5662768.3287,5873141.4044,-0.137,-0.8873,0.104874,0.487797,0.012766,0.123450020801442,0.122822695753746,0.0160039783392834
"111","sp|P67936|TPM4_HUMAN",5602344.3132,5944690.2111,4166118.7449,4166425.5452,9424808.3378,9784901.0717,2893165.2938,8351832.0478,8285598.9396,9841828.1044,9336282.278,8167081.0951,7932981.3128,0.153,1.0811,1,0.424802,0.257664,0.999952906185465,0.995740866526138,0.266760658540053
"112","sp|P35241|RADI_HUMAN",553283.5816,556434.5734,662188.3028,716988.9856,868720.8751,799914.7524,286252.1948,353254.105,354919.0157,307445.7855,303017.8687,365922.2114,412268.0485,-1.105,-9.5652,0,0.326748,0,6.6137495637886e-27,6.01905381141663e-27,6.74502042271506e-28
"113","sp|P04083|ANXA1_HUMAN",31955394.997,27124619.2112,29722846.5113,30430638.7748,47111922.2183,48843242.7336,12359462.5065,68066302.1689,72536689.0158,32499834.0375,31622154.0512,73113439.7495,72066861.7184,0.312,1.5934,0.973444,0.304391,0.335512,0.978177651658995,0.973682844320549,0.343658612600845
"114","sp|P17661|DESM_HUMAN",139145599.2721,154893426.4884,97679976.6165,92155466.6602,187321610.0875,169974041.5393,71048619.413,106705341.5371,98837632.1005,139987014.1714,118149632.6898,137169797.7787,118214903.4131,-0.204,-1.4246,0.024911,0.451692,0.00296,0.0324916263177373,0.0323211374777153,0.00410861765213802
"115","sp|Q03252|LMNB2_HUMAN",2629113.1755,2509689.8464,2973036.7309,2896946.463,4214715.593,4344513.2961,1484535.1888,3127516.1721,2984567.2348,3134897.1454,3481123.2895,4310630.4498,4296301.0754,-0.19,-1.5791,0.015713,0.441513,0.001848,0.0211991608003473,0.0210851022952993,0.0026524778426851
"116","sp|P46939|UTRO_HUMAN",965071.4862,923388.1197,999627.335,1285474.4106,1848042.502,1988950.0483,560999.6546,1316973.7935,1286729.0212,1327383.8655,1172191.5893,971765.5576,1014068.6747,-0.426,-2.7893,0.00021,0.386628,1.9e-05,0.000390312403555839,0.000386993295180194,3.71474430148495e-05
"117","sp|Q14980|NUMA1_HUMAN",963998.7328,1044045.5011,784951.7951,937797.0255,1630993.7328,1711884.3439,742043.8467,1515421.785,1240573.6776,1671538.2627,1816257.7012,1710304.1236,1629632.5485,-0.091,-0.8755,0.107518,0.488597,0.01314,0.126322765077121,0.125683032465079,0.0164399922165996
"118","sp|Q86VP6|CAND1_HUMAN",5237450.7295,4750272.231,3972296.1958,3976522.499,5258254.8857,4805340.6523,3252845.2216,5279568.1705,5349824.5633,4695931.8805,4611883.2024,6554954.3237,6597149.3963,-0.113,-1.3888,0.027801,0.454101,0.00329,0.0359740631821367,0.0357851514902834,0.00453332667652275
"119","sp|Q07065|CKAP4_HUMAN",1610696.2165,1587060.3665,1489369.8285,1251441.1161,1946242.0405,1959300.3377,1541321.5343,6299543.1163,5767910.7403,6940705.4541,7155430.7553,8510961.6085,7934477.9755,1.136,9.9779,0,0,0.326014,7.80869459819335e-18,6.60229031757969e-18,0.336857920836298
"120","sp|P0C0L5|CO4B_HUMAN",647698.7363,846199.6346,788228.7957,617729.0729,975742.0902,934308.3738,934381.3331,314247.8023,247118.4988,799675.3708,1029803.4838,631303.1906,564880.6134,-0.952,-3.7527,2e-06,0.363867,0,4.81789921153241e-06,4.76217982566114e-06,4.10440533017478e-07
"121","sp|GELS_HUMAN|",26213290.7382,28449929.3617,16236698.8828,16695317.1851,24686585.9012,22796002.4821,9666990.6923,20147114.5182,16655630.8083,22730453.2604,20661914.652,24797609.205,20467076.9776,-0.241,-1.5854,0.015431,0.441111,0.001812,0.0208495095860282,0.0207370676868173,0.00260431958767519
"122","sp|P02647|APOA1_HUMAN",147147810.7117,147291059.1179,98242301.1895,102995739.2223,130455098.0484,134716919.9097,89566588.058,43875148.078,42342817.5481,69854226.4247,71424919.0437,77099923.1218,74604225.2457,-0.805,-5.8654,0,0.3381,0,8.65681103168088e-12,8.46078047094819e-12,7.34815674685292e-13
"123","sp|PRDX1_HUMAN|",9268069.0335,7751973.0968,6245621.2249,6739692.201,8537856.8607,8795955.9326,7667793.9046,16700237.1184,12099383.3721,8781720.366,10378769.9485,23175195.213,22665834.2285,0.368,2.5412,0.428469,0.093042,0.392018,0.462262460416926,0.459623263987058,0.402089910352043
"124","sp|P06744|G6PI_HUMAN",8695545.986,9129768.3122,5846297.9641,6848436.2307,9791944.2274,9895052.3895,5530384.6989,34990493.687,34467818.5519,16611761.4249,16186897.5497,30159132.7334,32071298.2712,0.929,6.6552,0,0,0.333142,5.64901843460704e-07,5.39520286837766e-07,0.344223105106596
"125","sp|P00338|LDHA_HUMAN",5691113.105,5511653.2071,3984868.851,4610861.9419,6962763.3859,6678121.3393,4790759.1327,21714500.2003,20553422.8357,16296942.3534,14985560.2232,24783276.6861,23225442.8459,1.044,9.6307,0,0,0.326409,2.03661071055844e-16,1.73881355379913e-16,0.337264699723268
"126","sp|P60174|TPIS_HUMAN",23844945.8208,23731899.1345,18074821.9979,16481514.1532,30688370.4081,27401790.7207,15420234.5917,57431421.587,54119561.8379,44854646.7978,43527194.7608,52301061.0053,52734599.6,0.554,5.127,0.000342,3.9e-05,0.345931,0.000647103757696444,0.000635884379892319,0.357438071895252
"127","sp|ALDOA_RABIT|",4251532.9658,4949586.9154,4749395.5669,5171510.7121,2806276.2823,3127339.6161,5970844.8275,9000082.9259,10101737.0843,4843425.872,5033753.3812,16454283.8383,15143010.9625,0.438,1.854,0.845172,0.237611,0.362748,0.861133566559085,0.857017485459082,0.370997058089341
"128","sp|P22314|UBA1_HUMAN",10419440.2834,11197140.9995,11214245.8971,10776368.4793,15474078.8501,16604891.3615,7062372.9612,19742263.0885,20978327.7213,16882032.3862,16745912.1925,27346168.5395,30120916.8891,0.378,3.6706,0.047614,0.007563,0.371429,0.0615472465555587,0.0610063571225469,0.383429575110961
"129","sp|P51659|DHB4_HUMAN",8363494.098,7539968.4474,3227190.7822,3239504.8208,8773884.4116,9237687.2662,1758114.4325,3965910.6548,3646383.3973,4677183.4445,4793714.4382,5323981.6699,5303139.6216,-0.452,-2.2251,0.001956,0.408304,0.000193,0.00308610197606379,0.00306481882963594,0.000325300083968362
"130","sp|Q16555|DPYL2_HUMAN",8787667.9329,10217401.2025,10275882.4008,11509495.6955,18136246.5539,21847140.5222,5049969.6815,4334152.9769,4296324.1257,6035411.2151,5264508.3969,9569982.9012,9522923.3227,-0.871,-4.5169,0,0.352053,0,9.21093614620252e-08,9.03569006657905e-08,5.74819525290023e-09
"131","sp|Q07954|LRP1_HUMAN",1088163.1025,1136990.9528,1409448.4831,1309407.984,2483249.0905,2143709.1544,718176.2902,1705448.6722,1724591.1155,1946449.2376,1911652.7458,1831024.4163,2128678.812,-0.142,-1.0891,0.065741,0.474217,0.00762,0.0800480186917593,0.0796235546147575,0.00989957177307812
"132","sp|P04843|RPN1_HUMAN",3646614.1129,4202078.7997,3055693.5867,3261799.8728,5046197.7145,4978430.1505,2041778.6086,5279185.7522,5131024.2709,8259184.4264,8532899.4175,9969457.3901,9589228.5121,0.412,3.4739,0.077275,0.012846,0.376438,0.0960949390377212,0.09531697712568,0.388358937279547
"133","sp|P04275|VWF_HUMAN",1577653.3297,950461.1493,3907414.0778,3669166.0622,3164831.4302,2950450.3801,1715638.6867,455335.875,431116.7669,1499396.6925,1546797.4521,887836.055,1053366.1239,-1.442,-4.7047,0,0.349947,0,2.9781168501714e-08,2.91764275494252e-08,1.81819346286546e-09
"134","sp|P63261|ACTG_HUMAN",348044091.978,396968020.3863,521623979.5905,577137961.0289,697974110.7169,858430289.662,349774957.7326,792156126.19,734000221.3703,751211503.7314,701869379.2245,347922689.484,387884738.1241,0.866,2.0653,0.731855,0.186523,0.377735,0.755862786565936,0.752026824117412,0.386388855795544
"135","sp|P21810|PGS1_HUMAN",6506176.4925,6459314.5749,29133335.8405,26704108.8932,32800940.4404,32890263.6176,15874269.3436,2713299.9995,4466035.2978,13037399.8008,12425050.0267,6570968.6477,5858235.0572,-1.254,-3.1294,5.1e-05,0.377143,4e-06,0.000106167362782734,0.000105020197131989,8.48248106881298e-06
"136","sp|P12109|CO6A1_HUMAN",18714318.2682,17109051.2159,34817561.5602,31562297.5513,37946539.6522,39361721.5488,28248713.1544,14401967.5012,11810998.6211,40725671.2847,40558546.3832,26216423.47,23936992.3436,-0.43,-1.6395,0.013234,0.437723,0.001527,0.0180837039947357,0.017983956441982,0.00222148044275671
"137","sp|Q71U36|TBA1A_HUMAN",256514027.306,306187516.6936,253643835.2111,260647995.8541,453377645.7727,417686241.8062,125368222.3139,430387257.0173,370409386.8943,443616468.5083,474670005.0365,559773049.6401,530930033.4683,1.012,5.5948,4e-05,4e-06,0.34072,8.90717894717569e-05,8.71947647986003e-05,0.352054890656456
"138","sp|P37837|TALDO_HUMAN",7747297.9937,7075466.5426,6586267.494,6000815.6338,7740113.069,5850454.5661,5001535.5681,12203781.952,12049729.1804,7848859.0548,7500500.1,17214183.3505,18514439.1196,0.34,2.337,0.574475,0.1286,0.388903,0.605622260296935,0.602240623207562,0.398330734410236
"139","sp|P05091|ALDH2_HUMAN",17987346.7251,17629891.5963,15119961.5677,14739295.7001,21171802.7407,21528237.9607,4307518.5161,18044043.0939,20969754.8743,9214347.5508,10592583.4207,22080840.5585,21760480.5774,-0.185,-0.8582,0.111467,0.489771,0.013705,0.130607612030744,0.129949545645056,0.0170966106914324
"140","sp|CATA_HUMAN|",67513254.0812,68320003.2793,33829257.4804,30508281.0605,27324760.3284,29211569.5376,46372786.9079,15092208.5127,15118499.6485,8116926.6262,8720992.0047,13428832.9874,13463807.8403,-1.467,-6.2513,0,0.335041,0,5.52325272580547e-13,5.35204341351607e-13,4.1778177220056e-14
"141","sp|P02774|VTDB_HUMAN",15019085.0877,14776888.8238,15754498.4672,14686927.2341,15463292.0654,16077390.592,10921524.7597,5553938.5623,5206342.4662,6565279.1779,6656253.915,10958628.578,10785072.0089,-0.934,-7.503,0,0.330492,0,2.09424901237588e-17,1.93774709207769e-17,9.83184337132887e-19
"142","sp|Q14697|GANAB_HUMAN",3369457.0359,2904232.4899,2923821.8946,3131667.2898,4188719.916,5141356.8898,1759011.6,9055849.6758,9381550.4939,7951923.992,7436287.9173,10906133.9645,10340890.9393,0.697,7.4158,0,0,0.330539,8.08857649112528e-09,7.38191285830066e-09,0.341534702543996
"143","sp|P00747|PLMN_HUMAN",6257445.1248,5834282.9223,6881924.2076,6948277.3338,5423478.5089,5783352.1547,5169218.4485,3694934.2218,3588654.163,6425627.3252,6521792.4729,4300873.823,4501878.0806,-0.557,-2.9438,0.00011,0.381976,9e-06,0.00021637375102904,0.000214351095462509,1.93153627508283e-05
"144","sp|Q00839|HNRPU_HUMAN",8353371.0509,7613959.6118,5603848.2952,6063499.5321,9902380.6174,8567501.2229,4378174.5245,4673367.1259,4992250.6212,9605826.86,8836246.7662,16771376.0367,17258335.0482,0.022,0.1049,0.59391,0.532269,0.089497,0.618309769893763,0.615390848968427,0.0985076323137574
"145","sp|P14923|PLAK_HUMAN",445367.0961,396276.1719,431446.638,389050.9275,805688.8102,773108.3153,304084.8255,7688157.2842,7673455.7681,1290436.6471,1130076.6736,3625396.3087,3850417.3572,1.489,4.4215,0.005443,0.000665,0.356135,0.00837244046716602,0.00826146599881496,0.367950490288197
"146","sp|P34932|HSP74_HUMAN",3030574.428,2957669.8584,2256855.6294,2362645.0375,2946138.0614,2995828.3994,1918007.7401,3691497.0351,3410903.1541,2986887.9912,3632750.2771,4835822.1729,5226721.8366,-0.009,-0.0935,0.452235,0.531863,0.06516,0.479329698533423,0.477077527363989,0.0731906748044203
"147","sp|P12429|ANXA3_HUMAN",8714302.0026,9111914.899,16048368.5847,16653295.6109,22994594.6239,22581981.7929,6555444.2581,14457664.9673,13763221.5452,4039121.0728,4225422.8725,8011600.027,7597962.6368,-0.821,-2.9449,0.00011,0.381945,9e-06,0.000215463001954056,0.000213447349344979,1.92237461955671e-05
"148","sp|P00352|AL1A1_HUMAN",9540357.7665,9792122.3447,6662896.2174,7794000.8165,10332256.2253,9534140.9323,5595122.2517,5548112.2832,5356764.4966,2154654.0381,2144227.0138,7692963.1619,8183723.5176,-0.895,-3.7736,2e-06,0.363434,0,4.33381106832813e-06,4.28331420265929e-06,3.68629230160158e-07
"149","sp|P07814|SYEP_HUMAN",1319818.0434,1565380.7989,1314899.4306,1166377.3965,1892061.8114,1900181.6472,670174.841,3125597.1642,2870633.4585,2657590.4188,2710807.5445,3999649.4577,3815314.5389,0.416,4.3679,0.006565,0.000807,0.357057,0.00995444046639494,0.00982503093901665,0.368895471554024
"150","sp|P11047|LAMC1_HUMAN",5311088.4604,5293081.3203,7998307.1379,8048622.6273,9663605.4109,9937310.9477,3938114.7228,4209153.0005,4120651.1701,7600241.5731,9527557.9157,5526156.4796,5666435.3102,-0.466,-2.2677,0.001654,0.406451,0.000164,0.00264136448608816,0.00262307302167132,0.000279196583349551
"151","sp|P63104|1433Z_HUMAN",11183894.8813,13159306.5576,11015376.6023,10933173.8377,20362442.3544,19325041.1673,5387645.1155,42796148.0953,39379251.6433,24618317.0117,25971081.1524,38278492.0872,42586961.815,0.788,5.2968,0.000159,1.8e-05,0.343886,0.000319209362586859,0.000313354218594827,0.355329960580271
