,Protein,S0,S0.1,S0.2,S0.3,S0.4,S0.5,S0.6,S1,S1.1,S1.2,S1.3,S1.4,S1.5,LogFoldChange,Zstatistic,fdr,FDRup,FDRdown
1100,sp|P08294|SODE_HUMAN,935943.8145,2253421.903,2623700.536,2345945.457,2425005.738,2204415.206,869700.0265,270152.0664,340834.3417,646111.6223,739121.2295,348251.1121,340410.0292,-1.602,-6.8354,0,0.291289,0
2588,sp|P12829|MYL4_HUMAN,24909.793,34427.8878,32542.1224,33347.71,34188.0451,92937.3793,19529.337,1191.8522,1505.263,3746.0806,230.4609,606.4796,1324.5466,-4.932,-6.835,0,0.291291,0
933,sp|P07738|PMGE_HUMAN,2375203.623,1280756.602,1257485.328,971103.3742,812965.0436,5080117.077,2477123.569,228006.3102,236034.3741,309551.0636,309030.3144,314854.5583,327494.7685,-1.881,-6.7655,0,0.29156,0
2074,sp|O95232|LC7L3_HUMAN,28996.4514,35979.5462,42673.5342,41601.4846,65502.9814,28126.3196,40647.1261,160365.2571,131078.8874,142022.5527,146932.0425,122022.3318,123326.1127,0.821,6.7411,0,0,0.291831
72,sp|P20700|LMNB1_HUMAN,1734416.177,1387309.912,1269174.09,1915562.54,1923548.192,1310650.399,1876916.237,3628134.481,3482495.397,3151579.808,3491760.851,3518106.894,3368783.311,0.626,6.7399,0,0,0.291837
207,sp|P31146|COR1A_HUMAN,1081122.715,1321148.656,1298783.683,1880135.636,1969976.01,841219.5542,1127652.854,2848042.843,3006511.055,3469477.153,4067533.262,3021653.169,2962021.601,0.76,6.7365,0,0,0.291852
782,sp|P12004|PCNA_HUMAN,180872.492,149694.7181,116960.492,251742.8558,309376.1628,274192.6436,122101.996,1014892.79,1046799.55,743023.8368,677313.6677,598327.7949,622807.2515,1.171,6.7268,0,0,0.291895
944,sp|O95171|SCEL_HUMAN,581521.6031,759671.2916,798190.3012,1483296.877,1441841.89,164255.7067,608625.18,174672.706,131516.8248,114922.5963,148058.5337,228535.5028,191842.2058,-1.703,-6.7102,0,0.291787,0
1962,sp|Q9Y316|MEMO1_HUMAN,12009.5409,28008.8679,17873.5765,32571.7227,27773.8158,7629.4531,13526.2356,211519.3404,198565.5624,95671.3132,112744.4486,73002.372,93629.8079,1.413,6.6976,0,0,0.292028
1761,sp|Q8WUM0|NU133_HUMAN,24787.9931,39994.3651,36315.0563,73471.2522,73969.395,13404.1379,25692.8718,236335.1273,233809.4623,125844.1449,124323.8372,312467.7868,313754.4447,1.33,6.6948,0,0,0.292041
381,sp|Q6NZI2|PTRF_HUMAN,3509491.133,4973795.499,4168961.722,7121230.59,6969164.15,1844497.472,3104716.045,743332.2245,665291.4261,1769030.577,1632262.731,881418.3003,912119.0555,-1.426,-6.6767,0,0.291932,0
884,sp|Q8NC51|PAIRB_HUMAN,51949.1889,64590.6222,72533.4755,84589.5851,109535.7874,55735.0006,92207.7049,355165.1265,466404.0921,294588.2475,335974.485,217267.9603,195994.1435,1.083,6.658,0,0,0.29221
1899,sp|P33992|MCM5_HUMAN,3672.8668,6495.182,4329.7161,22534.6063,14840.3915,7925.2203,7247.8942,128234.519,99307.5784,186385.2217,146149.7913,60836.6466,54845.1071,2.001,6.6296,0,0,0.292343
2206,sp|O14618|CCS_HUMAN,390056.666,434964.3619,382392.2645,462010.9953,456078.7326,596800.7035,386993.3775,151742.4103,152869.3097,326477.1709,253750.8094,166592.7062,165352.0438,-1.082,-6.614,0,0.29222,0
1237,sp|P55010|IF5_HUMAN,357133.6718,317140.761,285339.8659,461844.056,486168.1265,170586.1577,407451.3646,793950.9893,761697.7858,804480.3315,907676.9159,875987.3019,989170.0863,0.724,6.6139,0,0,0.292417
1471,sp|Q15637|SF01_HUMAN,54511.6154,55378.5836,51587.8251,72946.4832,76851.6779,20159.7982,48856.8074,163558.6519,172138.6132,159331.235,126284.0333,148571.7194,166150.9672,0.714,6.6006,0,0,0.29248
2693,sp|Q9H330|TM245_HUMAN,32526.8418,61530.0616,62721.7355,110258.0077,97831.5015,25472.5463,27394.7462,10105.7006,5766.1329,34477.5704,22047.6271,23585.7634,19331.9048,-1.733,-6.5829,0,0.292371,0
276,sp|P50454|SERPH_HUMAN,2901683.311,2489391.03,2634831.338,2988534.291,2246435.66,1456812.702,2746110.387,9313212.81,10181285.89,13911558.03,11828822.03,4560233.321,5664720.59,1.225,6.5826,0,0,0.292566
585,sp|P25311|ZA2G_HUMAN,737847.0829,1188311.272,1159039.015,767976.9809,746612.1058,1045283.299,737084.6753,282517.8102,286325.7012,497412.9862,426329.8316,385521.6099,418285.6861,-1.043,-6.5715,0,0.292428,0
189,sp|Q9H4M9|EHD1_HUMAN,4350150.411,6420996.709,7199479.002,6245537.338,7044577,4214899.094,8980841.643,1266952.223,1267193.803,2855163.52,2771730.385,1586973.328,1665635.033,-1.234,-6.5651,0,0.292461,0
889,sp|Q9Y2D5|AKAP2_HUMAN,591568.2501,936754.8816,800711.403,1487148.157,1455905.056,302993.5016,457371.4565,173465.2317,203191.8102,333152.8016,281524.5018,188017.5563,210026.8721,-1.405,-6.5453,0,0.292562,0
2351,sp|Q08722|CD47_HUMAN,157537.692,358405.9571,228182.7827,268065.0829,226021.5761,203070.8746,202060.8818,143123.5874,105244.5068,118914.5588,128249.8525,81212.4224,74886.2365,-1.073,-6.54,0,0.29259,0
253,sp|P13010|XRCC5_HUMAN,928961.2288,1166678.908,983028.3389,1375068.789,1189072.544,712131.8341,924975.5692,3470552.391,3367715.325,2008903.496,2249216.275,2614313.227,2568961.997,0.804,6.5238,0,0,0.29285
448,sp|Q8WWI1|LMO7_HUMAN,674747.0956,899563.4634,866069.3241,1389104.378,1465183.556,323541.8112,605806.7195,281996.0168,281957.7484,301481.3265,350175.5097,333409.8086,315588.4447,-1.168,-6.5223,0,0.292683,0
468,sp|Q15124|PGM5_HUMAN,1833453.393,2937851.048,2921766.622,3737620.555,3376906.326,1495954.166,1863609.51,217744.5049,245723.0923,940594.4495,921672.9294,664207.5785,581519.1094,-1.626,-6.506,0,0.29277,0
1646,sp|Q15118|PDK1_HUMAN,25449.2779,25895.4112,22516.2417,40055.3358,38320.0889,46070.0071,31960.2776,155657.4415,131771.7927,350381.5867,428936.7407,168176.9612,204669.6094,1.487,6.4948,0,0,0.292991
1500,sp|Q96PZ0|PUS7_HUMAN,8604.7071,9751.0603,9378.8243,31302.26,14808.9168,1757.8707,7246.9819,89507.6315,66067.9352,50776.6087,62081.6852,61350.1452,68910.3485,1.398,6.494,0,0,0.292995
1912,sp|Q9H0W9|CK054_HUMAN,77807.9981,122056.7647,86946.3298,77208.207,88165.4451,67132.422,84448.3031,40139.2367,16888.829,11117.7008,13902.5681,31283.4335,48285.58,-1.775,-6.4906,0,0.292854,0
1497,sp|P10301|RRAS_HUMAN,543898.2173,1392678.117,777114.3547,683205.0561,1040242.661,746897.6715,721635.3809,156043.7077,107421.0161,425436.2894,180814.1172,239961.8897,320975.1662,-1.566,-6.4853,0,0.292883,0
1338,sp|Q92520|FAM3C_HUMAN,22303.1186,10248.3037,9661.0563,37885.4905,57644.4535,8713.2258,17517.6614,122950.4107,130898.3333,119033.8273,124181.8856,92768.3709,120161.2858,1.319,6.4697,0,0,0.293115
534,sp|Q07157|ZO1_HUMAN,210165.608,394076.7471,372272.4796,680490.3152,710606.2707,346588.3573,196857.4127,161622.945,147622.9065,146836.2107,149100.0611,123903.399,146358.94,-1.202,-6.4656,0,0.292993,0
67,sp|O60437|PEPL_HUMAN,2358432.134,2962292.224,2971241.665,4032885.771,3561775.662,1321676.481,2120107.11,1416531.687,1299864.943,947937.0153,994330.042,1128055.543,1250387.344,-0.856,-6.4505,0,0.293078,0
1465,sp|Q14192|FHL2_HUMAN,1461.4294,4939.8388,3758.9853,1260.4045,2920.521,1053.8026,4436.9945,27640.1935,22236.7215,127696.4204,151375.211,56647.9999,90417.6938,2.646,6.4502,0,0,0.293211
1366,sp|Q6FI81|CPIN1_HUMAN,42539.1053,34142.6064,39653.6173,81048.4536,96542.9821,19334.691,29060.4141,175461.0786,163655.8361,166707.2499,135705.7078,193290.7793,178419.8193,0.939,6.4459,0,0,0.293233
938,sp|Q9NVD7|PARVA_HUMAN,820293.9024,1553232.575,1038790.446,1361536.637,1290766.123,392934.6396,841474.911,195790.8348,154220.7973,461019.0239,553990.6278,180736.5557,228325.3179,-1.542,-6.4317,0,0.293185,0
2112,sp|Q4KMQ2|ANO6_HUMAN,91998.3185,201166.9116,186986.5991,81448.8517,81375.7833,284168.4646,79763.4518,24608.5918,22655.474,25291.3838,27526.904,40300.5757,45396.5586,-1.9,-6.4185,0,0.293262,0
681,sp|Q15436|SC23A_HUMAN,108860.7753,192441.3776,194568.5667,180876.4192,202786.674,153787.7344,140923.6772,523584.6793,479891.4181,560183.9082,542697.4468,392032.6367,496926.0678,0.804,6.4098,0,0,0.293412
572,sp|P25398|RS12_HUMAN,1316311.482,1040427.594,790397.7785,1228913.745,1387099.388,621984.5017,1262668.343,2358045.775,2684077.559,2591202.113,2856671.154,2342966.489,2226246.999,0.713,6.4051,0,0,0.293435
1218,sp|P04181|OAT_HUMAN,67207.4379,46657.3246,34011.4282,105684.1433,80243.7953,55049.2257,55805.3871,355786.5177,377030.4202,689327.6804,636616.7037,234779.2524,213819.8485,1.482,6.3925,0,0,0.293498
291,sp|P68104|EF1A1_HUMAN,6668170.876,6853436.258,7300443.889,5929558.987,6177547.191,5687707.956,7155180.909,20187204.99,16230346.16,11002778.96,11930909.14,20496778.49,21552414.84,0.979,6.3899,0,0,0.293511
1282,sp|O94875|SRBS2_HUMAN,171577.1827,122894.6471,145901.5945,337686.7201,338276.0923,81861.6689,161595.2838,18432.0554,31487.0566,87943.8575,65245.1454,49129.2704,54984.4971,-1.736,-6.388,0,0.293441,0
1381,sp|P37235|HPCL1_HUMAN,375456.0659,590059.945,566047.5275,814756.3113,809032.4096,262623.3874,326387.0839,252656.8809,218930.6785,219565.4929,210597.6306,253912.4173,277267.2049,-0.921,-6.3879,0,0.293441,0
1804,sp|P07451|CAH3_HUMAN,897738.0242,1483969.258,1729568.493,1043580.189,1371545.52,3177610.159,869308.9873,124982.1656,112764.894,443252.9264,491884.6698,224495.3062,181672.8484,-2,-6.3778,0,0.293501,0
2512,Int_O76070ups|SYUG_HUMAN_UPS,73947.5721,65797.8873,89600.4929,153791.8678,109936.5243,67441.3364,72577.3345,9633.222,12682.1833,58395.5884,45786.1911,21816.4539,19225.4506,-1.896,-6.3741,0,0.293523,0
1501,sp|P00918|CAH2_HUMAN,6574860.216,6231874.679,4763565.021,1799044.661,1769395.698,16596094.09,8216952.865,355055.5502,390715.42,460977.8127,449305.853,853993.9768,706014.8163,-2.288,-6.3694,0,0.293552,0
1044,sp|Q9UL46|PSME2_HUMAN,506741.5531,618676.08,673932.2475,850083.6217,1017240.588,712885.2554,573238.8334,1671075.144,1485258.082,1856415.315,1648547.116,1759953.763,1591548.801,0.696,6.3429,0,0,0.293748
1052,sp|P35612|ADDB_HUMAN,559150.5155,382036.8697,313835.8338,179922.1745,205816.8239,1028049.304,609560.4308,88996.9546,82275.8089,65177.2784,72867.0448,100576.764,94164.6129,-1.887,-6.3369,0,0.293748,0
1524,sp|P61221|ABCE1_HUMAN,38129.9202,44293.495,37193.6723,50053.5722,55898.3725,25412.7194,43471.4203,192476.5276,175414.902,108074.401,131209.8752,145558.8671,113622.8276,0.806,6.3259,0,0,0.293834
1274,sp|Q5TDH0|DDI2_HUMAN,1775707.437,1144004.775,1204344.109,1272347.364,1308511.88,1902831.549,1614135.886,823912.5501,761891.2992,531070.5056,651687.6418,698475.9351,557617.8701,-0.91,-6.2892,0,0.294044,0
2471,sp|O00423|EMAL1_HUMAN,8285.2318,30088.0903,18663.4095,59598.7885,50778.6346,15685.3879,9571.3201,4430.1188,7533.5176,6754.2631,4050.0702,9464.9888,13942.1921,-1.897,-6.2874,0,0.294055,0
2347,sp|P62917|RL8_HUMAN,294557.2001,517282.7626,628813.6753,810798.0394,848691.8848,279129.7408,238681.054,1995626.573,2592004.984,1854685.283,1992474.142,1393060.46,1618678.646,1.199,6.2805,1.00E-06,0,0.294066
955,sp|P16284|PECA1_HUMAN,646010.5154,1274734.995,1291589.241,1125053.744,1025513.739,344427.7285,607108.9631,264464.0376,249355.0666,397461.5784,389677.476,395162.0795,387029.51,-1.086,-6.2506,0,0.294288,0
396,sp|Q13263|TIF1B_HUMAN,821492.1507,955496.441,745086.2553,1551865.592,1617180.026,678192.4656,739507.8396,2652386.327,2408769.73,3001256.455,2929300.562,1978170.497,2296712.717,0.793,6.2369,1.00E-06,0,0.294292
61,sp|P07237|PDIA1_HUMAN,18585724.12,12578446.07,13499394.56,17911845.24,17625292.7,10258084.21,17314631.08,38408811.88,39265389.91,28487068.52,29366787.08,35206227.97,38281614.62,0.882,6.235,1.00E-06,0,0.294302
18,sp|P04114|APOB_HUMAN,16645122.33,14156125.92,14203230.23,10889872.81,11214565.98,29905136.48,15590977.53,3199728.245,3176541.311,5940391.227,5935500.881,4169679.888,4203141.713,-1.236,-6.2086,0,0.294561,0
312,sp|O75643|U520_HUMAN,460556.0794,371127,354581.4624,696275.5897,736138.7025,243748.5618,445998.5167,1257198.315,1253153.579,1102011.567,1102794.773,1090108.964,1104579.42,0.74,6.1968,1.00E-06,0,0.294505
201,sp|P11940|PABP1_HUMAN,6341186.724,5493632.504,5384913.061,7168914.218,7616716.824,4660690.259,5164695.978,13836762.79,13868289.82,11204597.86,13169984.65,8770738.915,9557808.781,0.727,6.1947,1.00E-06,0,0.294516
725,sp|P56199|ITA1_HUMAN,138588.6331,460496.4823,462991.2665,322890.4382,323345.448,230595.1954,158724.3817,45866.4773,46782.784,137396.9046,126435.6253,73605.8349,71914.7399,-1.562,-6.1891,0,0.29469,0
2230,sp|Q9H0S4|DDX47_HUMAN,19275.118,7460.6969,7517.7366,32465.3062,30284.452,6795.5072,14960.7957,169113.1941,178617.3849,88959.6475,84036.5601,92068.554,84822.2619,1.519,6.1401,1.00E-06,0,0.294813
2455,sp|Q96JJ7|TMX3_HUMAN,0,0,376.6285,1655.2271,414.2911,0,784.916,5053.1703,29309.2632,22977.7689,13530.8199,14668.5759,13670.7214,2.887,6.132,1.00E-06,0,0.294858
2031,sp|Q14118|DAG1_HUMAN,15299.4205,37616.2281,27999.7717,52155.3899,64116.9307,10650.7079,15647.633,15816.8298,14777.8275,21869.6847,15690.8386,21727.063,16300.1537,-1.146,-6.1311,0,0.295084,0
540,sp|P48444|COPD_HUMAN,715698.034,379567.6066,481399.2399,574792.0377,538991.2623,264146.1186,484598.1638,1453638.951,1391586.753,1952768.042,2566816.344,1223129.456,1237828.091,0.996,6.128,1.00E-06,0,0.29488
2585,sp|P11532|DMD_HUMAN,27561.3519,65624.7076,73529.7111,70024.2055,95951.6786,24872.2836,35933.7751,11596.8001,3298.4497,38684.915,15224.9485,14168.9329,10176.1786,-2.131,-6.1125,0,0.295214,0
1484,sp|Q6NY19|KANK3_HUMAN,169269.2488,277709.912,220960.4253,425427.4731,435015.514,94262.377,192069.7467,19968.9442,15099.3001,43884.685,65187.6355,61173.5431,81505.8787,-2.162,-6.1021,0,0.295287,0
1134,sp|Q9NZA1|CLIC5_HUMAN,530827.2025,1096880.416,986857.7822,1709865.208,1683396.318,492242.0897,350035.4394,121617.962,120506.4919,289783.24,368466.399,282136.2444,187658.9858,-1.646,-6.1018,0,0.295289,0
188,sp|P02730|B3AT_HUMAN,34748932.31,16021237.86,16018615.24,9403795.475,9904665.391,55836155.78,30327364.18,2775647.094,2736230.36,2060690.964,2228220.368,3057538.884,3053064.879,-2.057,-6.0928,0,0.295352,0
500,sp|P04217|A1BG_HUMAN,6904545.635,6214875.02,5810585.171,5210632.079,4980601.534,5443935.102,4166767.049,1576234.299,1501473.244,2764192.758,3431938.402,2000798.075,2127467.812,-0.909,-6.0897,0,0.295374,0
2281,sp|Q6UX71|PXDC2_HUMAN,17533.7145,17744.6248,28305.7515,68479.7075,71919.8301,21561.7495,27318.5689,7933.6572,6242.1784,22510.0423,22015.1867,8938.0125,14460.8008,-1.687,-6.083,0,0.295422,0
1546,sp|Q9H9G7|AGO3_HUMAN,375354.9626,260014.6448,170750.3905,340975.0598,353312.4367,276070.012,513399.6124,80703.0006,108538.8252,159510.2298,132290.02,160620.4922,173453.7707,-1.143,-6.0733,0,0.295492,0
1306,sp|Q9UK76|HN1_HUMAN,146186.1833,78202.4193,43999.9387,121127.199,122944.2611,12221.4676,112820.9322,1109978.24,940697.8583,435927.5925,442546.397,458777.3155,542584.6557,1.719,6.0699,2.00E-06,0,0.295211
2700,sp|P33240|CSTF2_HUMAN,3338.4879,12024.5514,7818.5304,9135.5072,7605.4346,2869.2646,6866.8859,75650.1184,57945.16,29273.8835,29652.4288,55339.7436,53196.4462,1.404,6.0674,2.00E-06,0,0.295225
473,sp|P35611|ADDA_HUMAN,2140183.138,1927512.216,1944799.001,2641284.616,2466289.913,3378960.077,1775353.272,784250.9745,938390.271,1319979.668,1404691.547,605638.9715,672129.9664,-1.013,-6.0637,0,0.295561,0
1695,sp|Q9ULC5|ACSL5_HUMAN,124763.1517,140351.9766,121595.4599,180063.183,192499.7931,84852.0378,101585.5029,41184.9399,42420.241,83072.3609,96208.4504,37380.6926,26164.3896,-1.375,-6.0451,0,0.295696,0
2254,sp|Q96GD0|PLPP_HUMAN,116348.9453,58717.6593,43759.822,98783.4177,111297.7789,225008.7269,95929.8012,27742.2792,32043.8357,32409.8011,33815.6906,43407.6429,40434.217,-1.425,-6.0419,0,0.295719,0
251,sp|P36578|RL4_HUMAN,990936.0017,1177142.956,984322.7672,1464821.729,1409875.817,1148454.697,912854.9021,2361872.231,2234948.124,2212913.918,2142824.728,2636501.153,2650623.266,0.59,6.038,2.00E-06,0,0.295398
826,sp|P39019|RS19_HUMAN,894797.1027,1088334.158,1302476.853,1238863.62,1237329.701,534758.9576,837879.6204,2682039.196,2605909.096,2191684.254,2454856.227,2406428.834,2044560.85,0.726,6.0235,3.00E-06,0,0.295485
711,sp|Q8IWL2|SFTA1_HUMAN,540502.2918,924150.757,798819.3737,2295032.594,1526558.512,427953.0552,588733.3951,238911.6593,197577.3537,343844.5308,441899.7196,148718.342,137793.4542,-1.535,-6.0172,0,0.295901,0
885,sp|O75955|FLOT1_HUMAN,404474.6305,361392.325,370943.8654,550942.6192,545445.6741,695856.147,490778.1966,267234.5658,258884.6418,169957.3819,172850.5159,270458.727,248636.1704,-0.955,-6.0152,0,0.295916,0
2168,sp|P01130|LDLR_HUMAN,23104.361,13989.6128,14746.9582,69124.3062,67015.4539,30261.5496,26723.803,11055.3606,4312.2355,18219.8909,19459.9568,8938.7594,11013.2413,-1.738,-6.0092,0,0.29596,0
553,sp|P04844|RPN2_HUMAN,1536325.963,812849.4549,922451.7826,1915248.097,1910920.394,702370.0678,1548150.216,3620639.514,2936280.608,3953354.038,5252711.064,3796233.19,3986172.754,0.966,6.0034,3.00E-06,0,0.295606
2412,sp|Q12824|SNF5_HUMAN,6935.5382,3873.7166,10042.6667,12983.6927,13513.6279,5384.4778,4902.8323,67669.0786,49030.0627,31786.7729,32842.4018,80147.5411,61616.5977,1.326,5.9872,3.00E-06,0,0.295706
2691,sp|Q01433|AMPD2_HUMAN,61754.4057,69439.7788,58157.9996,91607.9003,92469.0142,24208.91,66173.4389,329373.4941,340665.9875,203438.0144,248959.9059,161174.5107,179136.1519,0.953,5.9869,3.00E-06,0,0.295707
923,sp|P13693|TCTP_HUMAN,1018284.711,1283353.718,852623.1622,1442727.767,1284439.768,737433.1151,965627.1449,2308072.891,2565820.92,2505530.552,2215359.37,2111808.113,2054970.786,0.619,5.9859,3.00E-06,0,0.295714
241,sp|CAH1_HUMAN|,300456542.9,151163263.3,154217098.7,60187400.47,57718930.33,771108771,288187801.1,18113691.83,19293383.17,12486766.03,11117866.45,20640054.21,21204391.92,-2.182,-5.9746,0,0.296219,0
526,sp|P62269|RS18_HUMAN,615180.2224,997741.0911,941723.0524,1025832.322,1244535.675,747188.5524,728249.1253,2191698.373,2119291.428,2042996.431,1874040.166,1834876.493,1825915.843,0.641,5.9467,4.00E-06,0,0.295958
2065,sp|Q9Y2S2|CRYL1_HUMAN,289058.0227,203383.0726,246486.4273,386168.297,419706.8241,137317.6071,242829.2486,142285.6436,132616.7435,211998.8416,188147.577,132110.186,146781.8963,-0.795,-5.9385,0,0.296494,0
16,sp|P11277|SPTB1_HUMAN,21451446.31,11306136.01,10581149.97,6622817.351,6527268.711,35981672.78,19427176.77,2451745.656,2736872.229,1317883.608,1319153.118,1897189.921,2130530.996,-1.942,-5.9361,0,0.296512,0
192,sp|P06753|TPM3_HUMAN,1206572.291,1332602.06,1238379.383,1329258.885,1321543.792,982647.5099,1099944.243,879311.9518,900664.8263,797547.595,669408.2422,798913.5126,838814.7761,-0.534,-5.9214,0,0.296625,0
742,sp|P30043|BLVRB_HUMAN,8682554.759,7100671.107,6004498.909,3242184.605,3457640.456,13503630.9,9489578.482,1358002.281,1373234.058,1418998.373,1473466.292,1621081.976,1705703.898,-1.478,-5.912,0,0.296697,0
301,sp|P14866|HNRPL_HUMAN,1621120.352,1727313.369,1481947.989,3244851.823,2720528.062,1143965.428,1615050.25,4073346.041,3979193.675,4061245.703,4435827.69,4386594.608,4173678.869,0.714,5.9092,5.00E-06,0,0.296198
755,sp|P15880|RS2_HUMAN,269351.5283,284584.038,256911.8826,263396.3263,279350.1021,253144.4404,247808.8763,1073306.07,1065035.217,578798.3623,594915.6391,1043641.14,1074879.727,0.945,5.9086,5.00E-06,0,0.296202
993,sp|P11387|TOP1_HUMAN,161665.7121,144745.7429,133710.9522,276267.0142,306905.5122,97337.4548,130840.2384,516119.5056,648409.8765,482688.5498,531603.6354,409154.4352,391059.8262,0.8,5.9054,5.00E-06,0,0.296222
737,sp|P51911|CNN1_HUMAN,704655.1732,826360.6424,745717.9962,1452880.978,1497123.576,429633.8918,705777.6,204980.9483,232074.7388,586759.5008,543202.6456,254255.5948,256388.3401,-1.212,-5.8872,0,0.296889,0
747,sp|P26447|S10A4_HUMAN,4009742.525,3299174.475,3405727.924,6569377.791,6323389.684,6913214.321,4449621.918,1239338.859,1383680.379,1492056.395,1445926.662,2349947.562,2697176.639,-1.052,-5.8866,0,0.296894,0
150,sp|CATA_HUMAN|,73806288.84,36949960.5,32791272.34,25693803.83,26603081.79,60423224.17,67487234.67,10461538.86,10776898,6708343.674,7596645.847,8068624.134,8003456.4,-1.538,-5.8813,0,0.296935,0
1805,sp|Q9Y617|SERC_HUMAN,5551.4106,16296.5091,24257.943,11935.6784,16735.0485,36096.5351,5752.8823,377521.8408,303118.1023,153334.2487,167437.4143,157267.741,120444.7149,2.242,5.8761,6.00E-06,1.00E-06,0.296413
323,sp|Q14624|ITIH4_HUMAN,3370392.662,3250758.392,3107487.627,1826484.306,1918794.95,2690693.92,2999642.62,764094.2975,708701.7734,1093266.719,1166903.058,1302017.52,1280278.889,-1.041,-5.8714,0,0.297012,0
837,sp|Q7Z7G0|TARSH_HUMAN,565986.6135,1050365.021,1004871.303,1898481.823,1994729.222,1327261.483,477666.5335,196431.3084,267753.7361,526976.0484,419272.6152,314087.7899,320093.0725,-1.373,-5.8522,0,0.297161,0
1270,sp|P61009|SPCS3_HUMAN,314740.638,372237.6374,335579.4042,685391.5725,722803.153,360981.4773,371666.4887,922163.9223,817217.1968,1423105.938,1456926.631,1356262.195,1523798.046,0.825,5.8501,7.00E-06,1.00E-06,0.296585
