"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","pVal"
"2597","sp|Q9Y259|CHKB_HUMAN",132403.369781322,129626.250762525,112731.521831607,143180.39190438,151026.478033889,96303.7064643176,168875.050748598,104253.925038795,109675.904400452,221394.688046208,252535.259400876,127597.30290347,141718.206430272,"0.782276141795126"
"2598","sp|O14920|IKKB_HUMAN",10073.9317329118,10873.0754897953,33674.1261231752,28060.7947610234,29154.6735249347,34273.2405567505,14059.6658898491,53378.1809001448,52175.1738683885,44928.548571688,51040.8685042349,21972.2483729863,21147.6960131689,"0.773023954490531"
"2599","sp|Q15654|TRIP6_HUMAN",23109.8900689966,106164.531928155,168389.608564048,30942.1513790557,220640.411306542,250462.509354116,34519.5471143455,74852.012760266,100578.123658259,114679.195701026,129244.058103669,58478.4129231499,66780.4929890005,"0.795166872750722"
"2600","sp|Q16610|ECM1_HUMAN",27566.690819861,48165.3713001238,30955.6288320595,28059.7840428307,24590.6478473869,29594.9061521665,36469.4556697489,54711.8157111941,50042.144511875,88578.2457895703,104940.547940248,47396.8160185419,51313.3751134327,"0.964274768113223"
"2601","sp|Q6NSW5|FA45B_HUMAN",29468.5009496633,36693.1708445867,24609.1028737844,38172.8035661886,36224.022436958,27696.3458220832,26816.6654182694,74107.2504428279,58333.6000154185,50065.9986332964,32191.9384330322,55868.3904885157,74545.5428361997,"0.0255739865445678"
"2603","sp|Q5U651|RAIN_HUMAN",59227.97711908,66103.7008766975,124994.038079662,94359.1881375578,109526.68331589,107772.29177075,31307.6562547457,37998.1985304074,16590.4962603905,19924.8953121135,32717.6294503778,50024.0311050921,28436.2437710245,"0.413035335607491"
"2604","sp|P61513|RL37A_HUMAN",11708.7618260058,22684.7127881322,43559.3169188582,21413.607235571,127082.61122444,87332.6347608702,9426.07220647116,854.087483657076,2001.62437219335,66659.5888987748,74524.331778866,41661.7935238659,32649.6501913494,"0.992432141021148"
"2606","sp|Q9UEW8|STK39_HUMAN",7327.86280934456,9804.98428529087,5447.83029083711,9144.76414653857,7442.28767629702,5127.40387330856,8476.84955077915,38979.8029640102,19175.1875148682,14777.4021045723,20370.8499775165,24807.5659911975,20831.4780248254,"0.514373586994894"
"2607","sp|P17050|NAGAB_HUMAN",117252.492207851,135665.983994767,74045.0841672379,83378.3092921254,54218.3615946394,54299.6290620075,47277.9099329147,119658.231278773,117271.564430129,188663.828661693,293652.073953683,174915.14178279,169396.636878658,"0.882555977060779"
"2608","sp|Q9UI10|EI2BD_HUMAN",6674.82409583708,8594.32387100706,6746.2874392897,6131.52620353472,6443.61219383678,9564.5847535483,7667.83488074331,43651.1429262003,45036.6136230678,18696.7492463331,16782.4964867497,24979.058691688,18391.8422739856,"0.161697542267423"
"2609","sp|Q96T76|MMS19_HUMAN",6661.85274954602,678.383247805031,10153.0109793015,13832.5099481065,35771.1623478418,32628.9251955652,1145.36838511349,37538.910494466,39827.9063218386,58168.3754033775,79449.2561137548,33922.7150289105,29274.3440714777,"0.912492499177332"
"2610","sp|Q8IY81|SPB1_HUMAN",7215.01267537719,4139.14825444256,11669.2821537943,15947.3776205634,12217.0245764241,13954.6827285038,6600.32721938585,163050.063477697,147715.278340386,48399.0349075251,33217.6945518795,72121.8246086138,101248.471939715,"0.0570872031479771"
"2611","sp|Q9NRY5|F1142_HUMAN",165913.69731664,101038.328200942,84531.8896027166,66608.6489665767,117535.669003124,153878.929637816,114707.620913273,51756.5047929332,60409.7524721309,41410.852046358,38186.4564943026,76442.8971687221,84241.0758635743,"0.629703085181513"
"2612","sp|O75688|PPM1B_HUMAN",99194.134298005,176014.681647828,125846.882048497,83293.392574735,85446.8494811233,68640.203810008,214840.675745608,72796.535248242,70081.3726887171,52261.1964887527,65736.933133991,101399.973481986,96258.7892331865,"0.811743715864843"
"2613","sp|P52292|IMA1_HUMAN",28415.2984279984,27396.6777489735,26837.9211681077,20258.2092013615,30668.7212817328,29228.4592824577,3440.44342539889,435410.396345855,382522.68430602,204553.088149386,231193.480498911,298756.033956713,308023.2902652,"0.352048178707053"
"2614","sp|Q8WWP7|GIMA1_HUMAN",26260.2634049803,35309.7168961334,67510.3127913548,54041.2393938361,193913.812654174,159449.251925581,4530.48937894617,32382.9698466043,35679.7744162802,89862.6158028455,81186.943712852,42024.6218548817,36506.2395747414,"0.925203135551163"
"2615","sp|P56211|ARP19_HUMAN;sp|O43768|ENSA_HUMAN",217069.593930846,209432.493878686,196216.265331678,177475.293453849,202120.493984511,147727.84227616,109798.133375979,231696.058709028,236508.085572976,139035.454272591,120000.129067121,179216.054561794,192731.31627727,"0.9367739253241"
"2616","sp|Q9H3S7|PTN23_HUMAN",141231.620665339,115345.719032356,102240.451485128,102991.146473153,85069.9543391018,71395.1345782069,68832.5482304614,58179.3827960076,48096.805263171,65102.2371855793,68113.7849460442,58337.7145768183,53833.6774834921,"0.426128382390101"
"2617","sp|Q8WXI9|P66B_HUMAN",2165.39678371556,5764.63635291056,1886.89546751243,3137.78223253526,8046.77469346646,5676.96603954705,13629.3815406952,12191.2278492303,21789.8927494576,14098.581823946,14771.6028822912,12117.7945856735,8576.23646311551,"0.519468426359882"
"2618","sp|Q92485|ASM3B_HUMAN",29861.7060491105,40058.0377153398,20578.1813035797,8774.19880085541,30496.1048231766,31003.984189542,107601.76824239,17172.893611393,17188.6751722117,109991.192299917,104632.839139731,43349.3903422084,50537.062613741,"0.965440285655221"
"2619","sp|P31151|S10A7_HUMAN",33658.1906253986,18199.40993431,13203.3605943398,18142.707110847,19924.6608465175,10766.8852366985,53600.7590186338,356256.847867575,399278.098834644,88502.8241043877,108542.804200713,1238783.7857018,1301194.8625634,"0.106748795519406"
"2620","sp|Q9P000|COMD9_HUMAN",40991.2098183223,41343.4118461489,49435.767378542,43835.2648667,84399.5356108937,66676.3574006356,28122.509798076,71776.3879512876,65920.2250425891,56352.1195021713,48063.2094815184,57392.9081519764,57203.9375305203,"0.0889482650827764"
"2621","sp|Q8N122|RPTOR_HUMAN",11695.2313777426,4633.39799333666,34333.2848346059,35297.3214509369,44901.8584326408,31335.5941816477,143885.702179919,68970.0157624383,42320.3206204279,49853.1324586321,45988.5874957687,33979.8798401246,30796.6777882707,"0.616399303198243"
"2622","sp|O75427|LRCH4_HUMAN",65836.5056655352,93935.3246408623,63516.0203781149,56610.098063762,76204.2387046936,70765.760395937,29828.9536233042,46265.4833350125,42532.8404342353,92097.5197307663,106839.791356241,102988.053315912,101301.804404452,"0.917781372583569"
"2623","sp|P01880|IGHD_HUMAN",18783.3790994362,5605.35090050565,15805.2004605038,14133.674293561,95460.5205059373,71984.3180061447,68492.2606710594,6860.35481014434,2570.89258303595,55575.9779526339,74574.6200938456,17093.8547875098,18561.8063738271,"0.726898748535547"
"2625","sp|Q7LBC6|KDM3B_HUMAN",5442.6823138822,27639.1829326425,10149.8122975287,5428.68744856634,4604.37072701257,10369.2079693406,4075.02625312589,29373.2078873988,15695.8330546577,22548.9187744012,30761.67778227,30980.9857532,24907.8471762283,"0.682971167025491"
"2628","sp|Q96L92|SNX27_HUMAN",67820.9782049262,122049.192068396,83308.309681622,75501.7710773822,207468.17855307,157978.552739365,110704.154658109,91496.1736537569,74316.6682911252,112492.975281695,105066.183844083,60766.847618142,46780.2409374818,"0.797831494047272"
"2629","sp|Q14257|RCN2_HUMAN",25193.5757812218,44061.1849528872,22813.1751442303,28710.8812487747,16119.7148418214,8122.5332377752,4867.51272846693,35432.1800250306,27367.3438124385,10900.5441558401,17918.3050880224,67856.9089244057,68505.7179166588,"0.251169951530328"
"2630","sp|Q96AQ6|PBIP1_HUMAN;sp|Q07283|TRHY_HUMAN;sp|Q9NU22|MDN1_HUMAN;sp|Q9H329|E41LB_HUMAN;sp|Q96CN9|GCC1_HUMAN;sp|Q7Z388|D19L4_HUMAN;sp|P19429|TNNI3_HUMAN;sp|Q13901|C1D_HUMAN;sp|O95361|TRI16_HUMAN;sp|P0CG23|ZN853_HUMAN;sp|C9JI98|TM238_HUMAN",3874423.86217307,3315374.84896072,1003439.13486401,653240.5083336,1054217.84699667,1068487.01486697,2555542.40365941,18821683.8418315,16699703.4086633,418681.170340634,583209.588695912,15719284.7042183,15872578.7241888,"0.127016799468476"
"2631","sp|Q5TFE4|NT5D1_HUMAN",27718.0386784421,87570.2226176733,107055.946457707,38056.4280069246,48024.8676325085,54174.3610402804,35936.1869425026,54935.1102094636,63552.4669945753,66430.8250883656,65376.4261117491,75717.9114648768,107680.77771322,"0.336838272468373"
"2632","sp|Q14566|MCM6_HUMAN",17701.3973672781,18621.977448568,20713.0374040523,19742.3782330033,23558.7062920626,18372.0340752672,34109.8971509952,80093.0249780272,70433.6977650394,108657.567054416,119480.585052769,35725.3396746279,42778.7989341849,"0.916325029923434"
"2634","sp|Q13315|ATM_HUMAN",20578.765633411,19576.8191472227,12723.8430907397,14060.8954580133,20009.8197773954,21135.2512616288,8911.70579717142,48570.1951351854,43672.273127349,48339.7543876228,51319.150374333,41476.7254341402,24845.2371892272,"0.764947663065279"
"2635","sp|O95881|TXD12_HUMAN",71351.4482455966,63767.3115332396,52109.7266601024,75796.5012800255,142323.905043149,138359.14672785,61438.5396668908,230065.828919104,264662.958388633,242207.351980322,215538.005089911,89667.7854516406,122835.859191294,"0.656082539034918"
"2636","sp|O60237|MYPT2_HUMAN",27007.3007212102,22687.6096213128,64861.2970641773,74477.624696002,71785.5075576188,59495.9093823739,4336.82321259171,6532.94637923288,7159.38548892895,34475.6507998231,22157.7887769333,3894.20687405501,4793.20527060085,"0.180721938402488"
"2637","sp|Q6UN15|FIP1_HUMAN",47425.2369183384,41427.5841205116,35464.191798062,50077.6870914995,79239.0059703369,100781.431171497,27282.7729578378,29991.8702819341,24491.7815055941,107080.613686967,134664.005847993,104876.173720278,80761.1915781523,"0.990485196099019"
"2638","sp|Q8IVM0|CCD50_HUMAN",8502.41411715687,13509.1923515054,3606.36261961571,588.441405706106,3495.87975518353,8530.64220766981,5532.44925396012,10903.2387776225,11794.8076938348,16607.4294712845,18757.9707722457,25282.4416724437,26294.8576425195,"0.424431870559566"
"2639","sp|P29622|KAIN_HUMAN",326501.018517801,279223.357541283,340585.403803057,333092.023136086,299815.001308247,254503.608505421,461062.501459895,92760.2273379664,89274.6559277942,286919.414028875,238402.794030032,71380.1512718207,60210.281609811,"0.11860245409025"
"2640","sp|Q9H8W4|PKHF2_HUMAN",80053.4215332417,50521.2756696812,70470.4853039762,77865.4709028172,131156.182594141,78890.5524241933,108052.944266981,21257.5870440824,20580.0438968058,108623.435040931,71209.1534266917,61455.6589485913,57552.9072579001,"0.465310801313038"
"2641","sp|O00423|EMAL1_HUMAN",14341.6947065796,11532.4664172231,41811.4846258536,27220.7035794634,69311.8521152251,55551.9785508261,23918.4286154531,3631.58448486924,6535.26785455397,6196.71721042568,3390.04499555892,10585.4034146455,14633.1915164486,"0.931966111353831"
"2642","sp|P49746|TSP3_HUMAN;sp|P35443|TSP4_HUMAN",3576.39720313414,1570.34513566581,6960.63424845719,4756.85403219064,20148.6162173147,22375.7134695491,171.142565015909,26634.0857886124,17203.7445464072,265738.716170865,280800.929980427,12306.6036367589,9057.96591282673,"0.888983073894846"
"2644","sp|Q16537|2A5E_HUMAN;sp|Q13362|2A5G_HUMAN;sp|Q15173|2A5B_HUMAN",194465.804243889,173516.622218077,168946.511810467,89469.8913593239,203005.330710074,197406.550020006,87848.6406928861,156178.771193924,228922.22645042,223947.921485256,263103.419729536,201944.80061172,227582.736514982,"0.994208319262371"
"2645","sp|Q9Y4E8|UBP15_HUMAN",8285.6444778953,3717.80371647283,1822.09479980327,41691.5011753811,15030.3065813617,5497.6105514234,9268.9734221968,40584.1474647477,39384.5006580336,9781.03779193968,9005.76992329308,5185.98898185663,11546.1336603737,"0.364242516515263"
"2646","sp|Q8TCS8|PNPT1_HUMAN",30507.4170468678,26660.9826897543,16858.4611281384,20687.4697450074,54455.3665086998,53497.0437042373,14564.4741685326,47823.8935903056,38398.148582255,22709.6678988763,21536.3852939304,92573.0438707798,98014.6415686318,"0.168706887414125"
"2647","sp|Q05086|UBE3A_HUMAN",30833.6973511267,49059.981300667,76830.835408124,74338.9262952934,98241.2484390402,101825.678615139,73492.647963113,162556.311450989,174223.958960692,61925.9728999764,67408.3878905808,70215.4183768456,86486.5473007218,"0.202390084237324"
"2648","sp|Q9Y6K9|NEMO_HUMAN",18276.8960314121,24551.0615013917,24371.1517251505,26501.4249268777,18803.7285016605,15418.675515943,62576.7733298955,23043.04709343,22011.7580893155,10322.9483362385,5275.33226338993,32655.5459305612,52604.0878517206,"0.293360164086396"
"2649","sp|P50479|PDLI4_HUMAN",25667.5004380506,11651.9100040351,114691.499986202,113411.074831763,22411.6266421066,33220.1693667791,118543.397718794,73506.4103993514,73450.2079496007,221259.297385894,298051.59122796,26502.921754423,22035.4010565615,"0.849034258027863"
"2650","sp|Q8N3R9|MPP5_HUMAN",6860.07302668759,10440.6210640438,85343.9626188071,89526.8555878538,36528.2044355344,56778.2333114021,15665.3600739452,11370.5770039055,11571.4738713446,1238.08306448753,3461.31698362487,19384.2919984556,20767.2316216419,"0.217439141843635"
"2651","sp|Q96J02|ITCH_HUMAN",24879.6637095156,21773.648083154,27264.9324196188,26828.2273420208,24116.2802880868,26838.1233714133,11514.5657711346,73096.4465256194,46915.3237006687,41939.1120770003,78193.2919595885,45427.2374411336,55542.5030762254,"0.95110076418806"
"2652","sp|P61956|SUMO2_HUMAN;sp|Q6EEV6|SUMO4_HUMAN",1593404.05930937,1389019.48879492,1258976.4121848,1522532.86173821,1428044.27777361,1484428.79978783,1864549.57043482,1183725.63315298,1396111.66574616,1910137.29726874,1786598.40121742,1420172.00565704,1399091.49811167,"0.506762949623529"
"2653","sp|Q05193|DYN1_HUMAN;sp|Q9UQ16|DYN3_HUMAN",734438.841123502,900121.294812091,907910.465908536,937481.930998249,1303493.1432207,834434.897779768,375606.248625672,999307.551349144,784348.552309897,1744695.75732232,1552100.43222986,539302.831215433,560965.736241503,"0.846297918586281"
"2654","sp|P20039|2B1B_HUMAN;sp|Q30154|DRB5_HUMAN",61874.9393277371,96651.5487894565,384281.504140034,457698.002158548,185411.609869023,186454.533497607,185737.922330957,24807.7356064613,33286.2330596009,108660.507483298,126571.788033345,489529.354431133,439687.347094225,"0.20502201601019"
"2655","sp|Q5VTU8|AT5EL_HUMAN",220688.965803172,224105.471695194,191591.197097069,197605.227941659,218210.319503834,246480.85981562,151221.850715735,185669.093211816,211126.564992413,208452.876038361,206681.868246878,213274.336611662,263567.319755117,"0.614330676436744"
"2656","sp|Q63HR2|TENC1_HUMAN",13252.0744433968,17825.2739887544,32368.8636863606,37985.473080014,50156.3952079466,45539.9672872973,23664.1908813882,1260.99288225733,1527.28151658889,9231.6177688117,2552.60566559624,12172.5316272591,12808.3800824827,"0.97185445812664"
"2657","sp|P13761|2B17_HUMAN;sp|Q30154|DRB5_HUMAN;sp|Q9TQE0|2B19_HUMAN;sp|P79483|DRB3_HUMAN",1596101.50490565,1363950.46646556,880874.499206489,700837.450849706,1129508.43198957,982755.645980981,821650.475662562,739157.93587151,718063.635754726,737348.420093605,806198.178993065,610680.564538819,576597.867339526,"0.4168152851373"
"2658","sp|Q53T59|H1BP3_HUMAN",111472.761592116,140219.637995705,104499.77392466,68272.0407075747,103819.882532265,80721.6008817352,68203.5304113517,72021.1003175648,111238.50846253,114776.203131626,71843.0888353333,174593.835304144,162218.327774714,"0.286229125330765"
"2659","sp|P42785|PCP_HUMAN",663412.510262621,419995.30638136,396969.192358498,399316.050634817,374471.527099706,674329.971542038,476277.336433479,534477.580160756,496657.874297439,493698.306524774,510204.098783921,399544.861063387,367872.110814986,"0.306052814506467"
"2660","sp|Q6PIU2|NCEH1_HUMAN",281566.041027655,227664.910319845,39195.49189677,57574.9231794533,102779.918459394,97784.8221433723,41248.6561632377,156654.148983284,184504.379960254,56199.0674763148,55184.0746727036,118427.168304968,110702.971922873,"0.674734740578088"
"2661","sp|Q9BZL6|KPCD2_HUMAN;sp|Q8IVW4|CDKL3_HUMAN;sp|Q00532|CDKL1_HUMAN;sp|O94806|KPCD3_HUMAN;sp|Q15139|KPCD1_HUMAN;sp|Q9NRP7|STK36_HUMAN;sp|O76039|CDKL5_HUMAN;sp|Q92772|CDKL2_HUMAN",257992.096845061,125158.690483196,441223.964208624,384003.437785284,527123.737119234,406493.143689317,205436.866626326,386730.268185431,494542.647205049,717445.330845036,761661.549460838,265010.457316877,293624.69188763,"0.991690664484917"
"2662","sp|Q52LJ0|FA98B_HUMAN",20216.42863535,19529.2458151058,51768.1812792597,38028.1283208678,95965.8950883971,75501.3955327589,4517.34278033552,163602.135108221,204532.781099338,91600.7252727498,107480.300044968,152892.30178543,138601.922308294,"0.301969870906105"
"2663","sp|Q15041|AR6P1_HUMAN",67822.888652061,46744.705520803,49035.7207983177,39476.8624923361,41219.662239267,46493.3719488166,26172.9966154967,25209.5226996445,47549.7819492975,41878.5970889328,44742.1279738228,29832.6562206724,30091.0795475106,"0.354450008209348"
"2664","sp|P27482|CALL3_HUMAN",7690.24268362063,9391.56655811238,4440.52778869124,2571.6586254174,4116.56476753097,532.845091239611,46492.1174145043,446585.218805041,417455.740131852,61588.3770806462,57691.0574056317,129713.429181296,103127.203777407,"0.154070274616904"
"2665","sp|Q92734|TFG_HUMAN",24349.6667385314,21408.167387944,36264.505448827,41514.4939697886,70008.3820526797,41331.5059675084,25428.221903202,120520.287740904,97682.9274935829,80533.7799019565,62721.4070575525,132488.580693173,130830.879428871,"0.127197468135489"
"2666","sp|Q9H089|LSG1_HUMAN",32353.0715931216,61384.2551551735,52238.4866658245,33617.1559457196,59940.3173717303,42211.3174991014,13284.2918884511,284379.3447513,302923.017173004,95535.3232700558,76407.523080858,40149.7023177166,40467.5034462276,"0.340647257713459"
"2667","sp|O00194|RB27B_HUMAN",45621.1786325804,75557.8236737084,27364.2450437317,22445.0892538657,24968.4454361497,26872.3350388818,84662.2838554536,19305.3191477225,21597.0156889677,26928.066421657,29176.1842932639,23667.7425599643,24277.2287165118,"0.370957848139469"
"2668","sp|D6REC4|CFA99_HUMAN",71680.3160628458,56775.2092385612,30181.4007874496,25903.6868832255,35988.5607491841,45103.1598985353,27448.6432824249,421020.532920317,456255.370962978,63567.7916045009,39352.8058778966,81622.3183143413,105702.798242106,"0.29720821919843"
"2669","sp|P09486|SPRC_HUMAN",25035.2640633948,32251.1083832145,58419.9592060158,48530.3401168959,35416.6096913761,64516.5967088779,55024.1844969558,83771.401184805,69160.2647420561,122078.071561724,126782.339207139,26573.0306240621,14399.0454040738,"0.950283524689025"
"2670","sp|Q8NHP8|PLBL2_HUMAN",84517.4166157634,77348.2245906575,28047.3027215262,30263.8553005311,47590.3496120414,26073.7971519757,28787.8799100708,113678.510405309,120103.853308096,42120.8922253544,33506.4710181151,32888.6596579503,49349.4164913301,"0.920950787597607"
"2671","sp|Q96IX5|USMG5_HUMAN",41439.6536745564,19478.2626384283,37763.1819703964,43277.4244739068,51907.1435400382,73627.8069586525,112208.085834668,54765.1278183512,62497.7760452863,78793.0520657914,101533.296700284,98678.4773300956,92382.2136588737,"0.700357694794483"
"2672","sp|P21589|5NTD_HUMAN",92829.6032055132,112327.67269151,168591.429606779,173658.880825636,175157.131752995,157617.213197644,81573.125240702,11504.5820668982,3484.11433451041,70142.6911369059,56730.7989214443,28597.7220145723,29260.3537004859,"0.230776615275283"
"2673","sp|Q5VWZ2|LYPL1_HUMAN",93823.9719566153,64688.1486576104,69393.3674718211,93083.9238696765,53450.095048252,57487.196139843,225924.709081679,73906.31105845,73835.0846830442,67069.8018355202,76200.8723091268,95894.7634432288,73287.5587416793,"0.535398822462386"
"2674","sp|P35542|SAA4_HUMAN",306318.674785806,305221.487947771,369669.69746859,911754.223986428,223592.086565063,194295.449200645,939201.454309354,186966.821354141,154419.417097786,124094.573342083,114759.618442961,142048.582706911,165198.658124674,"0.595901843092176"
"2675","sp|Q13586|STIM1_HUMAN",246635.247930619,229002.512520485,224622.796707173,226459.276825215,129749.868612633,126628.804523047,161630.309083593,215399.420547647,198648.789660549,118095.381237612,114132.821790101,352702.989092684,281168.47318799,"0.724655992375352"
"2676","sp|O96000|NDUBA_HUMAN",202576.766557868,201872.026222038,90039.5606403161,75514.5370604828,111103.047087692,85803.5493739199,142775.711554847,107607.969153954,98849.4873419901,112020.60607505,53666.1665694267,85011.3986492751,98827.5744949962,"0.696454427091814"
"2677","sp|P05771|KPCB_HUMAN",20993.7209861478,21868.5870618348,33595.4244970441,42534.0237503016,32820.184155805,34557.3255144876,26322.8119785241,21780.7599516447,41173.6019459232,19899.3407357623,39116.3443316934,27433.9428032261,28567.3183456891,"0.919552767083943"
"2678","sp|P17252|KPCA_HUMAN",23531.6105595212,35099.0602425425,21917.8133518434,22184.914213538,79974.0827988423,19913.5048980595,41385.1980028402,16579.5933700819,11521.6780095447,5285.2633693473,5398.764588606,6632.20483948212,17415.4715919797,"0.667266953861098"
"2679","sp|Q0JRZ9|FCHO2_HUMAN",108528.900367306,103197.042791007,105956.916672644,83814.3657778974,140887.903105388,124617.697324249,11822.6793390225,60414.6847220064,39407.4702237511,75305.0283863248,89865.0622723439,71084.5681934176,76629.2086056093,"0.111889863746135"
"2680","sp|Q9P253|VPS18_HUMAN",90795.8012496967,60260.5012872741,79162.8395207476,76242.9357325084,67611.4499434464,37779.9813805579,54438.6804016352,191572.971822572,198791.556995754,140926.505652529,121007.377234681,75508.7790782325,87393.0759553427,"0.513456477298777"
"2681","sp|O15231|ZN185_HUMAN",101926.373732183,107370.838790126,137360.563889091,180468.100024169,74806.480468959,69928.6928996778,209889.457842637,78982.5348479315,78694.6740942579,65966.1989275129,70668.3346849166,42219.8568555072,41283.4060520414,"0.303390545533513"
"2682","sp|P55212|CASP6_HUMAN",17887.9855787139,17219.0433436048,30661.8941505732,63909.5242943888,30647.4300841006,22170.4417363632,12304.2052204204,68336.5985074804,58677.1660146312,118162.450966683,65633.3032720051,61115.7440344538,86523.4579821723,"0.341596603761422"
"2683","sp|O60341|KDM1A_HUMAN",11337.7777495434,4975.63293089535,12265.1416151094,6721.45716806637,27339.2539612801,17171.731825182,20403.1202534572,25124.4204314964,26990.0658243362,21554.1166385011,22440.5645854881,33510.3276961728,26847.6002024755,"0.314591190935415"
"2684","sp|P78347|GTF2I_HUMAN",12097.5117551993,16012.9927839626,1196.85263655028,8199.98237997261,38323.6348643825,18440.9419050946,9054.7540541699,40022.6079026023,52997.9753816424,12786.1031058922,23745.6788776133,67553.6018328634,47322.1654280328,"0.104268351393337"
"2685","Int_O76070ups|SYUG_HUMAN_UPS",103731.918621902,90917.5451093177,78450.1830497186,106766.963004171,147562.16532211,113773.028002189,112417.106541,9238.91586629323,12422.7974528902,55963.6080565572,44785.7041959475,20514.1198254041,17910.755677051,"0.362084044822926"
"2686","sp|Q8IYI6|EXOC8_HUMAN",38230.2320953577,57448.250600277,145572.760649879,120556.489532662,166957.459815653,132896.794051767,97309.1755721308,105590.659518163,116435.633576986,30607.2546376395,34211.1642586378,93692.1112360427,75702.008784935,"0.112200830197597"
"2687","sp|Q68E01|INT3_HUMAN",5828.88752518968,9757.0327645469,41050.9989556775,22819.285341204,25407.6934151807,12107.325846525,9977.18295310369,116991.335443808,106372.43339081,39518.3737269006,41269.4491632556,30231.570084255,26421.3560793773,"0.365936599935976"
"2688","sp|P07204|TRBM_HUMAN",38733.5774313601,63784.0061897996,208794.408783436,326646.910895283,353309.133266365,308810.191781768,7985.96271942792,8285.37953583956,5433.69623463103,12993.3500959691,14065.6029514823,19440.3680879806,12479.5640884283,"0.467069906473581"
"2689","sp|Q9BTW9|TBCD_HUMAN",17922.2419529148,14585.2056366301,32362.8287059345,43147.2431844949,36740.9226601313,33704.1089479869,96073.9635734228,50436.7815897749,41012.7320991547,24105.5921679008,34164.9071611911,111473.933765825,82185.4433357028,"0.13708813301609"
"2690","sp|Q86YV0|RASL3_HUMAN",28770.8881849769,49545.0410439946,51101.7307837345,40179.0115202073,26919.600190709,25775.5345810006,53296.0750611062,54504.3387587675,42429.3990817783,65504.728221053,80593.2209780551,48752.2242333201,51547.5485626564,"0.925233677514132"
"2691","sp|Q9UGP8|SEC63_HUMAN",56355.5227544836,65605.0909627092,49263.530190317,37842.0706138945,47817.2912868182,51736.5109954132,23987.0239437253,49429.4964397846,75109.3678449388,156227.933443891,144419.957228569,37707.4791898436,40033.268373408,"0.868771170169846"
"2692","sp|Q9BSJ2|GCP2_HUMAN",127175.870660579,125843.588359478,144124.661772791,145056.920314595,172773.49165151,154235.446424537,76293.9275942339,132488.581843545,138764.96234502,116983.294274287,94165.6325242091,136024.981694119,148744.871718129,"0.49537445927134"
"2693","sp|Q9H267|VP33B_HUMAN",3799.77554492483,19557.6838634263,13423.538914311,24697.3672033587,43352.0912327297,18306.4393534065,87.1295308368774,35933.8619148094,33546.1848012516,28038.821081248,26353.8049350826,40657.7025019616,38417.6969483768,"0.339144152803448"
"2694","sp|Q9NP58|ABCB6_HUMAN",173823.36630601,171287.934841621,215134.437015323,80594.8078543618,250363.847795471,260773.530671453,262934.982103846,170396.313391669,133330.345788081,76246.1704235835,252207.548495779,555868.842378122,571608.8913629,"0.391617598412754"
"2695","sp|Q13573|SNW1_HUMAN",8929.39869070313,12416.8552395001,3308.18851884024,6521.49866295833,7232.27017384674,4125.14460151253,39094.6669317322,18038.1487652694,25234.8071385114,9347.0907658971,9247.68052398967,33637.672758701,33282.2797734818,"0.0748912956333549"
"2696","sp|P26022|PTX3_HUMAN",54919.7555881586,53767.4616147234,85914.0968800322,67008.6213614283,87481.4717647317,106480.298685897,194272.190994183,108822.818764873,117492.842279381,45871.1082863877,52398.8325182365,35628.6116204825,36681.3157720186,"0.809044488336489"
"2697","sp|Q9C0E8|LNP_HUMAN",98041.2444847195,82407.8439689314,73859.7588647468,67742.5819468758,117550.492507772,127045.175421212,76004.5374913412,134578.533233884,138503.63108386,277095.984836236,300695.818312763,142837.843289559,142298.672769835,"0.994337284918761"
"2698","sp|Q6ZS81|WDFY4_HUMAN",13196.5174967939,11714.0928075253,1844.675255649,3584.23571101325,8148.20462613243,6056.67874683004,118808.891811701,14572.4290739299,17320.7052181633,27626.2439016579,28046.352471771,14240.4555851149,16829.2909306713,"0.983974698334316"
"2699","sp|Q8IXH7|NELFD_HUMAN",4431.93314660387,4009.68867629159,3006.61254298447,5470.40845923553,26696.0165194497,21109.7539029375,780.677670970549,24954.0350919684,29640.8043313905,8741.63812508395,9740.4418640324,45738.8687470674,61321.5251745703,"0.0786531321152957"
"2701","sp|P23946|CMA1_HUMAN",137813.563572736,53515.2126719699,59522.2429594463,27600.3432725219,109724.368873535,77166.9917643894,1116792.45784243,24960.9938219049,25605.9625027789,41415.6581051984,39421.1104242612,158647.597313953,164897.020907229,"0.968403586540169"
"2702","sp|Q15120|PDK3_HUMAN",36889.7644534737,47683.7505904027,85320.3559402696,100324.73426602,67106.2863084166,56873.7481263831,51611.0152216738,73624.476422121,85256.801864208,116822.645553857,85020.2110970671,100672.181415586,80835.9312164165,"0.391576302016819"
"2703","sp|O14828|SCAM3_HUMAN",510859.515537481,275497.149274883,306621.068095085,343514.33323662,348293.977831396,461961.513423574,235439.705923852,606315.474810487,469639.533113994,565276.474448111,528586.782727085,254492.190510403,407047.585299339,"0.245509922954382"
"2704","sp|P07477|TRY1_HUMAN",27734660.387472,29961816.8466582,36497190.8064132,37949179.7091949,15531604.6218812,25434606.9005357,81785562.5559964,15205290.4399075,15542298.2219242,21966087.3551746,21747041.598886,13032227.489822,12671386.3764532,"0.163489916027853"
